동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
5,25,부모님,어머니_아빠,자연경관,바다_전망대_공원,화암추 등대
3,14,싱글,혼자,미식,단무지_소스_수프,화암추 등대
2,3,자녀,아들,레포츠/운동,등산,화암추 등대
1,2,기타가족,가족,문화예술,전시관,화암추 등대
