연령대,남성방문 비율,여성방문 비율
70세 이상,2.8,2.1
60~69세,8.6,5.5
50~59세,11.8,6.9
40~49세,10.4,6.7
30~39세,11.5,7.4
20~29세,9.4,6.5
10~19세,4.4,3.8
