유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
강원도 동해시 , 강원도 삼척시,41.0,1
강원도 강릉시 , 강원도 삼척시,14.6,1
경상북도 울진군 , 강원도 삼척시,6.6,1
강원도 태백시 , 강원도 삼척시,4.4,1
강원도 평창군 , 강원도 삼척시,4.0,1
강원도 정선군 , 강원도 삼척시,2.4,1
강원도 횡성군 , 강원도 삼척시,2.2,1
강원도 양양군 , 강원도 삼척시,1.7,1
강원도 원주시 , 강원도 삼척시,1.7,1
강원도 속초시 , 강원도 삼척시,0.9,1
경기도 광주시 , 강원도 삼척시,0.9,1
경상북도 영덕군 , 강원도 삼척시,0.9,1
강원도 인제군 , 강원도 삼척시,0.7,1
강원도 홍천군 , 강원도 삼척시,0.6,1
경기도 양평군 , 강원도 삼척시,0.6,1
경기도 여주시 , 강원도 삼척시,0.6,1
강원도 영월군 , 강원도 삼척시,0.5,1
충청북도 제천시 , 강원도 삼척시,0.5,1
경기도 남양주시 , 강원도 삼척시,0.5,1
경기도 이천시 , 강원도 삼척시,0.5,1
 강원도 삼척시,강원도 동해시,48.7,2
 강원도 삼척시,강원도 강릉시,19.2,2
 강원도 삼척시,경상북도 울진군,8.9,2
 강원도 삼척시,강원도 태백시,6.6,2
 강원도 삼척시,강원도 정선군,2.8,2
 강원도 삼척시,강원도 속초시,2.6,2
 강원도 삼척시,강원도 양양군,1.9,2
 강원도 삼척시,강원도 평창군,1.8,2
 강원도 삼척시,경상북도 영덕군,0.9,2
 강원도 삼척시,경상북도 포항시 북구,0.5,2
 강원도 삼척시,강원도 고성군,0.5,2
 강원도 삼척시,강원도 횡성군,0.5,2
 강원도 삼척시,강원도 춘천시,0.4,2
 강원도 삼척시,강원도 원주시,0.4,2
 강원도 삼척시,강원도 영월군,0.4,2
 강원도 삼척시,경기도 여주시,0.3,2
 강원도 삼척시,경상북도 경주시,0.3,2
 강원도 삼척시,강원도 홍천군,0.2,2
 강원도 삼척시,충청북도 제천시,0.2,2
 강원도 삼척시,경상북도 영주시,0.2,2
