연령대,남성방문 비율,여성방문 비율
70세 이상,1.9,1.9
60~69세,3.4,3.0
50~59세,5.7,5.2
40~49세,6.0,4.1
30~39세,7.1,5.1
20~29세,20.5,27.3
10~19세,3.5,5.1
