연령대,남성방문 비율,여성방문 비율
70세 이상,6.5,5.7
60~69세,13.6,9.9
50~59세,12.8,10.4
40~49세,8.6,8.1
30~39세,5.2,3.3
20~29세,3.7,3.2
10~19세,4.2,4.2
