연령대,남성방문 비율,여성방문 비율
70세 이상,4.7,2.2
60~69세,13.6,8.6
50~59세,19.4,12.0
40~49세,10.7,6.1
30~39세,6.1,3.4
20~29세,4.7,3.2
10~19세,2.8,1.7
