동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
383,3278,회사동료,동료_대리_사원,미식,맛집_떡볶이_복숭아
189,974,기타가족,가족_이모_장인,역사유적,유네스코_다리_고택
159,580,배우자,신랑_신부_와이프,레포츠/운동,헬스장_체육관_트레킹
144,449,연인,여자친구_연인_남자친구,자연경관,바다_약수터_계곡
121,308,부모님,어머니_아버지_외할머니,문화예술,클럽_갤러리_문화센터
108,165,친구,친구_베프,휴식/힐링,나들이_힐링_재충전
67,21,자녀,둘째아들_딸_청소년,체험,수학여행
21,12,학생,초등학생_대학생_고딩,반려동물,반려견_애완동물_동물
16,0,싱글,혼자_싱글,,
