기준연월,지역명,검색량(건)
202108,서울특별시 동작구 ,885
202109,서울특별시 동작구 ,1026
202110,서울특별시 동작구 ,934
202111,서울특별시 동작구 ,1218
202112,서울특별시 동작구 ,357
202201,서울특별시 동작구 ,478
202202,서울특별시 동작구 ,268
202203,서울특별시 동작구 ,66
202204,서울특별시 동작구 ,324
202205,서울특별시 동작구 ,404
202206,서울특별시 동작구 ,417
202207,서울특별시 동작구 ,618
