연령대,남성방문 비율,여성방문 비율
70세 이상,3.9,4.3
60~69세,7.3,7.6
50~59세,9.9,10.7
40~49세,8.9,8.9
30~39세,7.9,6.9
20~29세,7.2,6.4
10~19세,4.1,4.5
