순위,관광지명,주소,분류
1,촛대바위,강원 동해시,기타관광지
2,묵호항,강원 동해시,자연관광지
3,묵호항어시장,강원 동해시 일출로 60-0,쇼핑
4,망상해수욕장,강원 동해시 동해대로 6270-21,자연관광지
5,천곡황금박쥐동굴,강원 동해시 동굴로 50-0,자연관광지
6,이마트/동해점,강원 동해시 천곡로 100-0,쇼핑
7,추암출렁다리,강원 동해시,기타관광지
8,묵호등대,강원 동해시 해맞이길 289-0,자연관광지
9,무릉계곡,강원 동해시 삼화로 0-0,자연관광지
10,추암해변,강원 동해시 촛대바위길 26-0,자연관광지
11,논골담길,강원 동해시,기타관광지
12,동해도째비골스카이밸리,강원 동해시,기타관광지
13,촛대바위,강원 동해시,기타관광
14,북평민속시장,강원 동해시,쇼핑
15,동해항,강원 동해시 대동로 210-0,자연관광지
16,해랑전망대,강원 동해시,기타관광지
17,한섬해수욕장,강원 동해시,자연관광지
18,묵호항,강원 동해시,자연관광
19,동쪽바다중앙시장,강원 동해시 중앙시장길 12-0,쇼핑
20,망상해수욕장,강원 동해시 동해대로 6270-21,자연관광
21,천곡황금박쥐동굴,강원 동해시 동굴로 50-0,자연관광
22,어달해변,강원 동해시,자연관광지
23,감추해변,강원 동해시,자연관광지
24,무릉별유천지,강원 동해시 이기로 97-0,휴양관광지
25,추암출렁다리,강원 동해시,기타관광
26,북평종합시장,강원 동해시 오일장길 1-0,쇼핑
27,무릉계곡,강원 동해시 삼화로 0-0,자연관광
28,묵호등대,강원 동해시 해맞이길 289-0,문화관광
29,동해도째비골스카이밸리,강원 동해시,문화관광
30,대진항,강원 동해시,자연관광지
31,묵호항수변공원,강원 동해시,자연관광지
32,추암해변,강원 동해시 촛대바위길 26-0,자연관광
33,논골담길,강원 동해시,기타관광
34,해랑전망대,강원 동해시,문화관광
35,다이소/동해천곡점,강원 동해시 한섬로 113-7,쇼핑
36,무릉별유천지,강원 동해시 이기로 97-0,문화관광
37,한섬해수욕장,강원 동해시,자연관광
38,롯데시네마/동해,강원 동해시 한섬로 111-7,공연/행사
39,묵호시장,강원 동해시 일출로 57-0,쇼핑
40,대진해수욕장,강원 동해시,자연관광지
41,동해항,강원 동해시 대동로 210-0,자연관광
42,묵호등대공원,강원 동해시,자연관광지
