동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
1653,26531,기타가족,가족_친척_형,자연경관,계곡_공원_바다
751,19424,연인,애인_커플_여자친구,미식,라면_막국수_맛집
680,4265,학생,고3_대학생_고딩,레포츠/운동,수영장_캠핑_등산
631,846,회사동료,대리_임원_직원,체험,수학여행_갯벌체험_동물체험
197,679,부모님,아빠_부모님_할아버지,휴식/힐링,힐링_호캉스_물멍
171,551,친구,친구_동창_지인,문화예술,노래방_대공연장_벽화마을
166,288,자녀,아들_딸_청소년,역사유적,다리_한옥마을_종택
123,40,배우자,남편_아내_신랑,반려동물,유기견_애견_펫
29,0,싱글,혼자_싱글,,
