연령대,남성방문 비율,여성방문 비율
70세 이상,3.2,3.9
60~69세,8.8,7.2
50~59세,13.6,10.4
40~49세,9.7,9.8
30~39세,5.1,4.0
20~29세,6.2,4.7
10~19세,6.3,5.5
