기준연월,지역명,검색량(건)
202108,충청남도 부여군 ,686
202109,충청남도 부여군 ,889
202110,충청남도 부여군 ,920
202111,충청남도 부여군 ,1170
202112,충청남도 부여군 ,232
202201,충청남도 부여군 ,211
202202,충청남도 부여군 ,140
202203,충청남도 부여군 ,78
202204,충청남도 부여군 ,88
202205,충청남도 부여군 ,523
202206,충청남도 부여군 ,916
202207,충청남도 부여군 ,842
