순위,업소명,주소,분류,외지인 검색 수
1,덩실분식,충북 제천시 독순로6길 5-0,간이음식,20155
2,카우보이그릴,충북 제천시 학현소야로 415-24,외국식,15410
3,스타벅스제천DT점,충북 제천시 의림대로 181-0,카페/찻집,14369
4,청풍황금떡갈비,충북 제천시 청풍호로 1682-0,한식,14063
5,산아래,충북 제천시 앞산로 174-0,한식,13032
6,두꺼비식당,충북 제천시 의림대로20길 21-0,한식,10537
7,커피라끄,충북 제천시 청풍호로 1226-0,카페/찻집,10322
8,뜰이있는집,충북 제천시 하소천길 176-0,한식,9807
9,대보명가제천본점 [한식],충북 제천시 용두대로 287-0,한식,9348
10,산아래석갈비,충북 제천시 금봉로 182-0,한식,8447
11,용천막국수본점,충북 제천시 의병대로 165-0,한식,7596
12,글루글루,충북 제천시 옥순봉로10길 2-0,카페/찻집,7243
13,청풍황금송어,충북 제천시 청풍호로39길 25-0,한식,7075
14,시골순두부,충북 제천시 중말8길 22-0,한식,6776
15,맥도날드제천DT점,충북 제천시 의림대로 202-0,간이음식,6552
16,금성제면소,충북 제천시 청풍호로 991-0,외국식,5839
17,제천명물빨간오뎅,충북 제천시 의병대로18길 2-0,간이음식,5649
18,제천시락국,충북 제천시 의림대로2길 16-0,한식,5080
19,쁘띠샹들리에,충북 제천시 용두대로 273-0,간이음식,4441
20,청풍떡갈비,충북 제천시 청풍호로 1643-0,한식,4256
21,다담뜰한식뷔페제천점,충북 제천시 숭문로5길 6-0,외국식,3874
22,약채락성현한정식[한식],충북 제천시 청풍호로54길 14-7,한식,3701
23,산마루,충북 제천시 청풍호로 909-0,한식,3487
24,꿀참나무[한식],충북 제천시 의림대로49길 13-0,한식,3403
25,열두달밥상[한식],충북 제천시 금봉로 161-0,한식,3382
26,카페322,충북 제천시 학현소야로 229-0,카페/찻집,3216
27,낭만짜장[중식],충북 제천시 의림대로48길 2-41,외국식,3094
28,한버들한방떡갈비,충북 제천시 청풍명월로 919-0,한식,2784
29,티카페차센,충북 제천시 용두대로5길 28-0,카페/찻집,2775
30,의림지막국수,충북 제천시 의림대로 564-0,한식,2629
31,황금연못,충북 제천시 내토로 281-0,한식,2595
32,의림지호반식당,충북 제천시 의림대로 558-0,한식,2586
33,사과나무집,충북 제천시 비봉길 2-0,한식,2521
34,수가성,충북 제천시 내제로 76-0,한식,2519
35,감자옹심이메밀칼국수,충북 제천시 구학산로1길 3-6,한식,2352
36,빌라드도화리,충북 제천시 도화로 38-17,카페/찻집,2338
37,카페 학현리,충북 제천시 학현소야로 547-0,카페/찻집,2328
38,고향이야기,충북 제천시 죽하로11길 10-0,한식,2041
39,밥상위의보약한첩청풍점,충북 제천시 배시론로 40-0,한식,2033
40,예촌[한식],충북 제천시 청풍명월로 30-0,한식,2030
41,쿠우쿠우제천점,충북 제천시 장평천로 1-0,외국식,1992
42,소뜰애,충북 제천시 청풍호로 1030-0,한식,1944
43,송학반점[중식],충북 제천시 의병대로12길 7-0,외국식,1938
