순위,관광지명,주소,분류,현지인 검색 수
1,의림지,충북 제천시,자연경관(하천/해양),7880
2,제천옥순봉출렁다리,충북 제천시,기타관광,6209
3,청풍호반케이블카,충북 제천시 문화재길 166-0,기타관광,5935
4,포레스트리솜,충북 제천시 금봉로 365-0,콘도미니엄,4969
5,제천중앙시장,충북 제천시 풍양로 108-0,시장,4143
6,킹즈락CC,충북 제천시 내토로7길 136-0,육상레저스포츠,2556
7,청풍리조트레이크호텔,충북 제천시 청풍호로 1798-0,호텔,2259
8,배론성지,충북 제천시 배론성지길 296-0,역사유적지,2239
9,제천경찰수련원,충북 제천시 학현소야로 473-0,육상레저스포츠,2062
10,청풍호관광모노레일,충북 제천시 청풍명월로 879-17,기타레저스포츠,2055
11,클럽이에스충주호리조트,충북 제천시 옥순봉로 1248-0,콘도미니엄,1390
12,메가박스제천,충북 제천시 의병대로18길 1-0,공연시설,1188
13,청풍문화재단지,충북 제천시 청풍호로 2048-0,복합관광시설,1103
14,제천한방엑스포공원,충북 제천시 한방엑스포로 19-0,도시공원,1066
15,에콜리안제천CC,충북 제천시 송학주천로 102-0,육상레저스포츠,1040
16,레스트리리솜,충북 제천시 금봉로 365-0,콘도미니엄,923
17,청풍랜드,충북 제천시 청풍호로50길 6-0,육상레저스포츠,891
18,CGV제천,충북 제천시 장평천로 25-0,공연시설,835
19,박달재자연휴양림,충북 제천시 금봉로 223-0,자연공원,775
20,자바무인호텔,충북 제천시 제2바이오밸리로7가길 23-0,모텔,764
21,정방사,충북 제천시 옥순봉로12길 165-0,종교성지,697
22,탁사정,충북 제천시,기타관광,659
23,스테이201호텔,충북 제천시 내토로33길 9-0,호텔,624
24,모던하우스제천점,충북 제천시 단양로 3425-0,기타쇼핑시설,559
25,덕동계곡,충북 제천시,자연경관(산),506
26,CGV제천 건축중(2022년 오픈미정),충북 제천시 장평천로 25-0,공연시설,494
27,봉양건강축구캠프장,충북 제천시 팔송로 77-0,레저스포츠시설,492
28,국립제천치유의숲,충북 제천시 학현소야로 590-0,자연공원,466
29,뷰호텔,충북 제천시 내토로32길 8-0,모텔,463
30,칙칙폭폭999게스트하우스,충북 제천시 청풍호로2가길 10-0,호스텔,455
31,브라운도트호텔제천역점,충북 제천시 숭문로6길 5-0,호텔,446
32,제천청풍호벚꽃길,충북 제천시,기타관광,437
33,의림지솔밭공원,충북 제천시,도시공원,430
34,캣츠모텔,충북 제천시 내토로 547-0,모텔,424
35,제천역전한마음시장,충북 제천시 내토로28길 3-1,시장,405
36,송계계곡,충북 제천시,자연경관(산),384
37,제천금성야구장,충북 제천시 청풍호로32길 25-0,레저스포츠시설,372
38,충주호관광선청풍나루,충북 제천시 문화재길 54-0,교통시설,370
39,덕주사,충북 제천시 미륵송계로2길 87-0,종교성지,363
40,능강계곡,충북 제천시,자연경관(산),362
41,닷돈재4색야영장,충북 제천시,캠핑,360
42,용두산오토캠핑장,충북 제천시 명암로 1040-0,캠핑,359
43,청풍리조트힐하우스,충북 제천시 청풍호로 1763-0,콘도미니엄,358
44,의림지파크랜드,충북 제천시 의림지로 30-0,테마공원,354
45,제천약초시장,충북 제천시 원화산로 121-0,시장,343
46,제천캠핑랜드,충북 제천시 용두대로40길 172-32,캠핑,341
47,송계오토캠프장,충북 제천시 미륵송계로 1625-0,캠핑,333
48,케이스부띠끄호텔제천점,충북 제천시 내토로20길 6-0,모텔,331
49,포레스트리솜해브나인힐링스파,충북 제천시 금봉로 365-0,웰니스관광,327
50,레인모텔,충북 제천시 명륜로12길 8-0,모텔,320
51,제천초록길광장,충북 제천시 성봉로 30-0,기타관광,319
52,거기무인텔,충북 제천시 개화길 118-0,모텔,316
53,청풍호유람선선착장,충북 제천시 청풍호로50길 6-0,교통시설,313
54,박달재수련원,충북 제천시 박달로 256-46,육상레저스포츠,307
55,제천한방바이오박람회,충북 제천시 한방엑스포로 19-0,기타문화관광지,287
56,월악산국립공원송계지구,충북 제천시 미륵송계로 1647-0,자연공원,275
57,명암산채건강마을펜션,충북 제천시 명암로 574-0,펜션/민박,274
57,옥전캠핑장,충북 제천시 옥전길 273-25,캠핑,274
59,고명낚시터,충북 제천시 고명로7가길 8-0,수상레저스포츠,269
60,제천모산비행장,충북 제천시,기타문화관광지,268
61,모텔캐슬,충북 제천시 내토로41안길 40-0,모텔,265
62,의림지역사박물관,충북 제천시 의림대로47길 7-0,전시시설,264
63,올인모텔,충북 제천시 의림대로22길 5-1,모텔,261
64,청전공원,충북 제천시,도시공원,249
65,스카이운학오토캠핑장,충북 제천시,캠핑,246
66,드림모텔,충북 제천시 독순로8길 7-0,모텔,243
66,명암낚시터,충북 제천시 명암로 243-0,수상레저스포츠,243
68,제천패밀리오토캠핑장,충북 제천시 월악산로4길 10-0,캠핑,241
69,엽연초하우스,충북 제천시 의병대로12길 8-0,호스텔,239
70,미소가든펜션,충북 제천시 제원로6길 39-0,펜션/민박,229
71,서울관광호텔,충북 제천시 의병대로13길 10-0,호텔,226
71,제천무인텔,충북 제천시 도화로 103-0,모텔,226
73,제이모텔,충북 제천시 독순로9길 14-0,모텔,221
74,제천축구센터,충북 제천시 북부로 1860-0,레저스포츠시설,218
75,하소생활체육공원,충북 제천시,도시공원,216
76,신월농산물유통단지,충북 제천시 바이오밸리로 212-0,시장,212
77,제천Q모텔,충북 제천시 내제로2길 10-0,모텔,209
78,K2모텔,충북 제천시 내토로41안길 52-0,모텔,203
79,스타무인텔제천점,충북 제천시 북부로 1443-0,모텔,201
80,안단테모텔,충북 제천시 내토로 557-0,모텔,199
81,청풍호반오토캠핑장,충북 제천시 용곡길211번길 2-0,캠핑,198
82,도이치호텔,충북 제천시 내토로 535-0,모텔,197
82,벨로무인텔,충북 제천시 북부로 3520-0,모텔,197
84,쌍용어드벤처오토캠핑빌리지,충북 제천시 덕동로 205-4,캠핑,196
85,호텔K,충북 제천시 의림대로22길 8-0,모텔,193
86,신륵사,충북 제천시 월악산로4길 180-0,종교성지,192
87,하이락,충북 제천시 국사봉로 261-0,캠핑,182
88,닷돈재풀옵션캠핑장,충북 제천시,캠핑,181
88,임페리얼모텔,충북 제천시 의림대로16길 7-13,모텔,181
90,제이앤비무인모텔,충북 제천시 광암로 3-0,모텔,179
91,옥순봉,충북 제천시,자연경관(산),176
92,제천향교,충북 제천시 칠성로 117-0,역사유적지,174
93,덕주야영장,충북 제천시 미륵송계로 1360-0,캠핑,172
94,가마실캠핑장,충북 제천시 의병대로61길 50-0,캠핑,169
95,청풍호유람선,충북 제천시 청풍호로50길 6-0,기타관광,165
96,내토재래시장,충북 제천시 풍양로17길 5-0,시장,160
97,비룡담저수지,충북 제천시,자연경관(하천/해양),159
98,수페23,충북 제천시 옥순봉로6길 39-1,펜션/민박,158
98,엉클캠프,충북 제천시 제원로8길 16-0,캠핑,158
100,무암사,충북 제천시 청풍호로39길 285-0,종교성지,157
