순위,업소명,주소,분류,합산 검색 수
1,덩실분식,충북 제천시 독순로6길 5-0,간이음식,22022
2,스타벅스제천DT점,충북 제천시 의림대로 181-0,카페/찻집,17660
3,카우보이그릴,충북 제천시 학현소야로 415-24,외국식,16665
4,청풍황금떡갈비,충북 제천시 청풍호로 1682-0,한식,14842
5,산아래,충북 제천시 앞산로 174-0,한식,14079
6,두꺼비식당,충북 제천시 의림대로20길 21-0,한식,11487
7,커피라끄,충북 제천시 청풍호로 1226-0,카페/찻집,11391
8,뜰이있는집,충북 제천시 하소천길 176-0,한식,10919
9,대보명가제천본점 [한식],충북 제천시 용두대로 287-0,한식,10192
10,맥도날드제천DT점,충북 제천시 의림대로 202-0,간이음식,9428
11,산아래석갈비,충북 제천시 금봉로 182-0,한식,8993
12,용천막국수본점,충북 제천시 의병대로 165-0,한식,8321
13,글루글루,충북 제천시 옥순봉로10길 2-0,카페/찻집,7926
14,청풍황금송어,충북 제천시 청풍호로39길 25-0,한식,7606
15,시골순두부,충북 제천시 중말8길 22-0,한식,7462
16,금성제면소,충북 제천시 청풍호로 991-0,외국식,6668
17,제천명물빨간오뎅,충북 제천시 의병대로18길 2-0,간이음식,5890
18,쁘띠샹들리에,충북 제천시 용두대로 273-0,간이음식,5521
19,제천시락국,충북 제천시 의림대로2길 16-0,한식,5331
20,다담뜰한식뷔페제천점,충북 제천시 숭문로5길 6-0,외국식,4807
21,청풍떡갈비,충북 제천시 청풍호로 1643-0,한식,4602
22,카페322,충북 제천시 학현소야로 229-0,카페/찻집,4072
23,약채락성현한정식[한식],충북 제천시 청풍호로54길 14-7,한식,4061
24,산마루,충북 제천시 청풍호로 909-0,한식,3901
25,꿀참나무[한식],충북 제천시 의림대로49길 13-0,한식,3880
26,열두달밥상[한식],충북 제천시 금봉로 161-0,한식,3638
27,낭만짜장[중식],충북 제천시 의림대로48길 2-41,외국식,3541
28,티카페차센,충북 제천시 용두대로5길 28-0,카페/찻집,3353
29,수가성,충북 제천시 내제로 76-0,한식,3247
30,카페 학현리,충북 제천시 학현소야로 547-0,카페/찻집,3176
31,황금연못,충북 제천시 내토로 281-0,한식,3056
32,한버들한방떡갈비,충북 제천시 청풍명월로 919-0,한식,2949
33,빌라드도화리,충북 제천시 도화로 38-17,카페/찻집,2948
34,의림지막국수,충북 제천시 의림대로 564-0,한식,2894
35,의림지호반식당,충북 제천시 의림대로 558-0,한식,2805
36,사과나무집,충북 제천시 비봉길 2-0,한식,2744
37,고향이야기,충북 제천시 죽하로11길 10-0,한식,2733
38,대림갈비,충북 제천시 용두대로7안길 16-9,한식,2611
39,감자옹심이메밀칼국수,충북 제천시 구학산로1길 3-6,한식,2484
40,수제돈가스,충북 제천시 남산로5길 13-0,외국식,2456
41,쿠우쿠우제천점,충북 제천시 장평천로 1-0,외국식,2354
41,홍석정원제천점,충북 제천시 장락로1길 15-6,한식,2354
43,하늘29카페,충북 제천시 용두대로29길 25-19,카페/찻집,2310
44,카페1929,충북 제천시 단양로10길 104-0,카페/찻집,2299
45,밥상위의보약한첩청풍점,충북 제천시 배시론로 40-0,한식,2182
46,송학반점[중식],충북 제천시 의병대로12길 7-0,외국식,2172
47,소뜰애,충북 제천시 청풍호로 1030-0,한식,2170
48,예촌[한식],충북 제천시 청풍명월로 30-0,한식,2164
49,의림만두국,충북 제천시 명륜로6길 7-0,한식,2160
50,장어사냥,충북 제천시 시곡포전로 214-0,외국식,2087
51,아브리에쎄르,충북 제천시 광암로 35-16,간이음식,2032
52,카페탄지리,충북 제천시 월악로 1504-0,카페/찻집,2009
53,원할매식당,충북 제천시 금봉로 206-0,한식,1981
54,청풍명월횟집,충북 제천시 청풍호로58길 10-4,외국식,1899
55,미당광천막국수,충북 제천시 용두대로36길 58-0,한식,1869
56,청와삼대제천점,충북 제천시 탑안로 479-0,외국식,1864
57,권초밥,충북 제천시 죽하로11안길 13-0,외국식,1835
58,명가박달재,충북 제천시 신죽하로 50-0,외국식,1812
59,구산복집,충북 제천시 의병대로12길 34-0,외국식,1739
60,비갬,충북 제천시 용두대로5길 19-0,외국식,1728
61,차이나북경[중식],충북 제천시 의림대로 448-0,외국식,1694
62,아사감자탕,충북 제천시 칠성로9길 8-0,한식,1668
63,용천막국수장락직영점,충북 제천시 신죽하로 58-0,한식,1652
64,금왕,충북 제천시 내토로7길 2-0,한식,1586
65,바띠에짬뽕,충북 제천시 용두대로36길 81-1,외국식,1519
66,장원순대국,충북 제천시 내제로 274-1,한식,1499
67,카페피노,충북 제천시 세명로2길 27-0,카페/찻집,1497
68,이화정육식당,충북 제천시 용두대로 5-0,한식,1479
69,덕주골산장,충북 제천시 미륵송계로 1350-0,한식,1438
70,청풍호청정한우,충북 제천시 청풍호로 743-0,한식,1431
71,카페레버리,충북 제천시 원뜰로 67-21,카페/찻집,1383
72,느티나무횟집,충북 제천시 배시론로 4-0,외국식,1352
73,우리소,충북 제천시 내토로7길 7-0,한식,1349
74,셰프스노트,충북 제천시 죽하로15길 26-0,외국식,1348
75,금왕식당,충북 제천시 의림대로17길 6-1,한식,1305
76,오디향[한식],충북 제천시 의림대로 594-0,한식,1284
77,우성순대본점,충북 제천시 독순로 91-8,한식,1277
78,대추나무집,충북 제천시 의병대로12길 15-0,한식,1270
79,투썸플레이스제천점,충북 제천시 의림대로 254-0,카페/찻집,1238
80,의림지장어촌,충북 제천시 도화로5길 13-0,외국식,1234
81,물레방아휴게소,충북 제천시 미륵송계로 1257-0,한식,1223
82,착한낙지,충북 제천시 원뜰로1길 20-0,외국식,1207
83,고원갈비,충북 제천시 의병대로15길 5-0,한식,1202
84,낭만돈까스,충북 제천시 의림대로49길 10-15,외국식,1167
85,투썸플레이스제천고암케이원점,충북 제천시 신죽하로 83-22,카페/찻집,1161
86,인사동밥집,충북 제천시 명륜로 45-0,한식,1123
87,옛골식당,충북 제천시 내토로7길 13-1,한식,1099
88,미미초밥,충북 제천시 용두대로15가길 7-0,외국식,1097
89,도미노피자제천점,충북 제천시 용두천로 140-0,간이음식,1090
90,노송식당,충북 제천시 내토로43길 5-0,한식,1085
91,장수촌,충북 제천시 용두대로 359-0,한식,1069
92,관계의미학,충북 제천시 숭문로16길 14-0,카페/찻집,1066
93,고박사냉면초계막국수제천점,충북 제천시 의병대로 7-0,한식,1064
93,석이네숯불구이,충북 제천시 의림대로31길 16-0,한식,1064
95,투썸플레이스제천강저점,충북 제천시 청풍호로10길 40-0,카페/찻집,1057
96,보령식당,충북 제천시 의림대로2길 3-0,한식,1043
97,동원가든,충북 제천시 제원로10길 55-0,한식,1003
97,박대감참숯화로구이,충북 제천시 의림대로33길 20-0,한식,1003
99,예촌2호점,충북 제천시 청풍호로54길 13-0,한식,991
100,묵마을,충북 제천시 주포로 3-1,한식,983
