순위,관광지명,주소,분류,합산 검색 수
1,청풍호반케이블카,충북 제천시 문화재길 166-0,기타관광,101226
2,포레스트리솜,충북 제천시 금봉로 365-0,콘도미니엄,96999
3,의림지,충북 제천시,자연경관(하천/해양),79323
4,제천옥순봉출렁다리,충북 제천시,기타관광,77638
5,킹즈락CC,충북 제천시 내토로7길 136-0,육상레저스포츠,40734
6,제천중앙시장,충북 제천시 풍양로 108-0,시장,37039
7,청풍호관광모노레일,충북 제천시 청풍명월로 879-17,기타레저스포츠,35475
8,청풍리조트레이크호텔,충북 제천시 청풍호로 1798-0,호텔,30920
9,제천경찰수련원,충북 제천시 학현소야로 473-0,육상레저스포츠,25130
10,레스트리리솜,충북 제천시 금봉로 365-0,콘도미니엄,22053
11,클럽이에스충주호리조트,충북 제천시 옥순봉로 1248-0,콘도미니엄,21384
12,배론성지,충북 제천시 배론성지길 296-0,역사유적지,19531
13,청풍문화재단지,충북 제천시 청풍호로 2048-0,복합관광시설,15108
14,송계계곡,충북 제천시,자연경관(산),13480
15,청풍랜드,충북 제천시 청풍호로50길 6-0,육상레저스포츠,9894
16,정방사,충북 제천시 옥순봉로12길 165-0,종교성지,8626
17,닷돈재4색야영장,충북 제천시,캠핑,8493
18,에콜리안제천CC,충북 제천시 송학주천로 102-0,육상레저스포츠,8209
19,박달재자연휴양림,충북 제천시 금봉로 223-0,자연공원,7023
20,덕동계곡,충북 제천시,자연경관(산),6968
21,포레스트리솜해브나인힐링스파,충북 제천시 금봉로 365-0,웰니스관광,6619
22,월악산국립공원송계지구,충북 제천시 미륵송계로 1647-0,자연공원,6599
23,충주호관광선청풍나루,충북 제천시 문화재길 54-0,교통시설,6573
24,능강계곡,충북 제천시,자연경관(산),6513
25,제천청풍호벚꽃길,충북 제천시,기타관광,6329
26,제천캠핑랜드,충북 제천시 용두대로40길 172-32,캠핑,6292
27,덕주사,충북 제천시 미륵송계로2길 87-0,종교성지,6014
28,송계오토캠프장,충북 제천시 미륵송계로 1625-0,캠핑,5488
29,청풍호유람선선착장,충북 제천시 청풍호로50길 6-0,교통시설,5336
30,청풍리조트힐하우스,충북 제천시 청풍호로 1763-0,콘도미니엄,5286
31,용추폭포유리전망대,충북 제천시 의림지로 33-0,랜드마크관광,5216
32,닷돈재풀옵션캠핑장,충북 제천시,캠핑,4858
33,쌍용어드벤처오토캠핑빌리지,충북 제천시 덕동로 205-4,캠핑,4694
