동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
44,222,기타가족,막내_오빠_가족,자연경관,계곡_해수욕장_하천,왕피천 (경북 동해안 국가지질공원)
4,78,배우자,남편,미식,식당_다슬기_물고기,왕피천 (경북 동해안 국가지질공원)
3,69,부모님,어머니_아버지,레포츠/운동,낚시_백패킹_스노쿨링,왕피천 (경북 동해안 국가지질공원)
2,19,자녀,아들,문화예술,아쿠아리움_촬영지_전시관,왕피천 (경북 동해안 국가지질공원)
1,12,회사동료,차장,역사유적,다리_정자_교회,왕피천 (경북 동해안 국가지질공원)
0,6,,,휴식/힐링,힐링_가을여행,왕피천 (경북 동해안 국가지질공원)
