연령대,남성방문 비율,여성방문 비율
70세 이상,2.8,1.9
60~69세,14.8,8.7
50~59세,17.1,13.7
40~49세,10.3,6.8
30~39세,6.0,5.1
20~29세,3.5,3.4
10~19세,2.4,2.5
