연령대,남성방문 비율,여성방문 비율
70세 이상,3.9,4.3
60~69세,7.1,7.6
50~59세,9.5,11.4
40~49세,8.2,9.0
30~39세,5.9,5.1
20~29세,5.7,6.0
10~19세,11.0,3.6
