유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
전라북도 전주시 덕진구 , 전라북도 진안군,15.8,1
전라북도 완주군 , 전라북도 진안군,14.2,1
전라북도 전주시 완산구 , 전라북도 진안군,9.6,1
충청남도 금산군 , 전라북도 진안군,6.8,1
전라북도 무주군 , 전라북도 진안군,5.9,1
전라북도 장수군 , 전라북도 진안군,5.2,1
전라북도 익산시 , 전라북도 진안군,3.9,1
전라북도 임실군 , 전라북도 진안군,3.8,1
대전광역시 유성구 , 전라북도 진안군,1.9,1
전라북도 군산시 , 전라북도 진안군,1.9,1
대전광역시 동구 , 전라북도 진안군,1.7,1
대전광역시 서구 , 전라북도 진안군,1.7,1
충청남도 공주시 , 전라북도 진안군,1.6,1
경상남도 함양군 , 전라북도 진안군,1.6,1
전라북도 남원시 , 전라북도 진안군,1.4,1
충청남도 논산시 , 전라북도 진안군,1.3,1
대전광역시 중구 , 전라북도 진안군,1.1,1
전라북도 김제시 , 전라북도 진안군,1.0,1
세종특별자치시  , 전라북도 진안군,0.8,1
대전광역시 대덕구 , 전라북도 진안군,0.7,1
 전라북도 진안군,전라북도 완주군,22.0,2
 전라북도 진안군,전라북도 전주시 덕진구,17.6,2
 전라북도 진안군,전라북도 전주시 완산구,16.3,2
 전라북도 진안군,전라북도 무주군,5.0,2
 전라북도 진안군,전라북도 군산시,4.1,2
 전라북도 진안군,전라북도 장수군,3.7,2
 전라북도 진안군,충청남도 금산군,3.6,2
 전라북도 진안군,전라북도 임실군,3.1,2
 전라북도 진안군,전라북도 익산시,2.4,2
 전라북도 진안군,전라북도 남원시,1.3,2
 전라북도 진안군,충청남도 논산시,1.0,2
 전라북도 진안군,전라북도 부안군,0.9,2
 전라북도 진안군,경상남도 함양군,0.9,2
 전라북도 진안군,전라북도 김제시,0.8,2
 전라북도 진안군,대전광역시 유성구,0.8,2
 전라북도 진안군,경상남도 진주시,0.8,2
 전라북도 진안군,충청남도 보령시,0.7,2
 전라북도 진안군,충청남도 부여군,0.6,2
 전라북도 진안군,경상남도 통영시,0.6,2
 전라북도 진안군,경상남도 거제시,0.6,2
