순위,업소명,주소,분류,현지인 검색 수
1,카페기배기,전북 진안군 진성로 373-20,카페/찻집,152
2,부뚜막가든,전북 진안군 진무로 2744-12,한식,142
3,초가정담,전북 진안군 마이산남로 213-0,한식,97
4,연꽃두부,전북 진안군 전진로 3071-21,외국식,80
4,카요코코,전북 진안군 학천변길 157-0,카페/찻집,80
6,샘터가든,전북 진안군 중앙로 99-0,한식,72
7,동몽원,전북 진안군 운장로 54-9,한식,66
8,카페공간153,전북 진안군 당산길 26-2,카페/찻집,51
9,마이담,전북 진안군 전진로 1947-0,외국식,47
10,월평댁,전북 진안군,한식,43
11,시골순대,전북 진안군 우화2길 10-0,한식,42
12,금강참붕어,전북 진안군 금지1길 18-20,한식,40
13,진미가든,전북 진안군 모래재로 726-7,한식,34
14,우래한우,전북 진안군 마이산로 136-0,한식,32
14,정원짜장[중식],전북 진안군 안용로 889-0,외국식,32
16,덕봉정,전북 진안군 옛웅치길 130-3,한식,31
17,벚꽃마을,전북 진안군 마이산남로 209-0,한식,30
18,운일암송어횟집,전북 진안군 동상주천로 2094-53,외국식,29
19,제일식당,전북 진안군 우화4길 2-0,한식,23
20,마이산힐링하우스앤카페,전북 진안군 마이산로 228-10,카페/찻집,21
20,시골촌가든,전북 진안군 석원로 120-0,한식,21
22,동몽원[한식],전북 진안군 운장로 54-9,한식,20
23,롯데리아진안점,전북 진안군 진무로 1093-0,간이음식,17
23,모래재너머,전북 진안군 원세동길 7-14,외국식,17
23,진안고원한국관,전북 진안군 마이산로 150-0,한식,17
26,마이산풍경식당,전북 진안군 마이산남로 194-0,한식,15
27,세계로가든,전북 진안군 전진로 2759-0,한식,14
28,섬바위가든,전북 진안군 안용로 910-0,외국식,13
29,섬진각[중식],전북 진안군 임진로 1323-0,외국식,12
30,고향땅가든,전북 진안군 교동길 2-0,기타음식,11
30,진안마이산장어,전북 진안군 전진로 2689-0,외국식,11
32,행복한밥상,전북 진안군 진무로 1183-0,한식,10
32,마이산홍삼족욕카페,전북 진안군 마이산로 130-0,카페/찻집,10
32,부뚜막,전북 진안군 진무로 2744-12,한식,10
35,임실피자,전북 진안군 진장로 3-0,간이음식,9
36,마이산자연밥상,전북 진안군,한식,8
36,수목원가든,전북 진안군 모래재로 712-0,한식,8
36,오천순두부,전북 진안군 진장로 716-0,한식,8
36,운장산가든,전북 진안군 모래재로 743-10,한식,8
36,이디야커피전북진안점,전북 진안군 우화산길 9-0,카페/찻집,8
36,진안마이돈,전북 진안군 마이산로 134-0,한식,8
36,청송가든[한식],전북 진안군 직동길 8-0,한식,8
36,파리바게뜨전북진안점,전북 진안군 진무로 1099-2,간이음식,8
36,용마루,전북 진안군,한식,8
45,대곡산장,전북 진안군 대곡길 61-1,한식,7
45,배스킨라빈스전북진안점,전북 진안군 진무로 1104-0,간이음식,7
45,어우렁돌집,전북 진안군 강촌길 22-5,한식,7
45,카페운일암안단테,전북 진안군 동상주천로 1729-0,카페/찻집,7
45,통큰집,전북 진안군 옥수길 2-0,한식,7
50,명천식당,전북 진안군 동상주천로 1924-0,기타음식,6
50,목가촌,전북 진안군 동상주천로 2094-14,외국식,6
50,죽산정,전북 진안군 진무로 1169-0,한식,6
50,연보석[중식],전북 진안군 부귀로 299-0,외국식,6
50,백자원[중식],전북 진안군 진장로 57-0,외국식,6
55,롯데가든,전북 진안군 원월평길 54-0,한식,5
55,안천각,전북 진안군 진무로 2993-0,외국식,5
55,알프스산장식당,전북 진안군 동상주천로 1800-0,한식,5
55,조대감네전주회관,전북 진안군 외사양길 19-0,한식,5
55,화전가든,전북 진안군 마이산남로 11-0,한식,5
55,너도바람꽃,전북 진안군 옛웅치길 34-0,카페/찻집,5
55,월랑정,전북 진안군 학천변길 37-10,한식,5
55,데미샘가든,전북 진안군 데미샘1길 56-3,한식,5
55,논산식당,전북 진안군,한식,5
64,꽃잔디밥상,전북 진안군 원연장1길 21-1,한식,4
64,승금가든,전북 진안군 안용로 370-0,한식,4
64,열린숯불갈비,전북 진안군 우화3길 6-0,한식,4
64,진안토종흑염소요리전문점,전북 진안군 곰티로 1202-122,한식,4
64,홍연농가맛집,전북 진안군 상평1길 8-1,한식,4
64,늘푸른쉼터,전북 진안군 마이산남로 202-0,한식,4
64,산들엄니밥상,전북 진안군 금지2길 4-4,한식,4
71,돼지마을,전북 진안군 안용로 939-0,한식,3
71,둘레길옻닭촌,전북 진안군 신전길 16-47,외국식,3
71,로타리식당,전북 진안군 마이산로 10-0,한식,3
71,벌떼가든,전북 진안군 곰티로 1299-0,한식,3
71,천지가든,전북 진안군 상항길 37-0,기타음식,3
71,대박가든,전북 진안군 안용로 947-0,한식,3
71,백제회관,전북 진안군 마이산로 144-0,한식,3
71,운일암가든,전북 진안군 동상주천로 2181-0,한식,3
71,국태가든,전북 진안군 외사양길 25-0,한식,3
71,산골어부,전북 진안군 관진로 461-0,한식,3
71,정담213,전북 진안군 마이산남로 213-0,카페/찻집,3
71,마이향,전북 진안군 마이산남로 208-0,기타음식,3
71,연커피하우스,전북 진안군 부곡길 6-0,카페/찻집,3
71,왕성맛집[한식],전북 진안군 시장길 16-0,한식,3
71,운장산송어장,전북 진안군 내처사길 64-14,외국식,3
71,삼보가든,전북 진안군 적내길 5-0,한식,3
87,머우내,전북 진안군 진무로 1135-0,한식,2
87,전원의집,전북 진안군 동상주천로 2094-24,한식,2
87,진안관,전북 진안군 진장로 21-0,한식,2
87,황금코다리진안점,전북 진안군 전진로 2721-0,한식,2
87,대성관,전북 진안군 서평로 187-29,한식,2
87,데미샘염소전문점,전북 진안군 임진로 1370-4,한식,2
87,섬계산장,전북 진안군 진성로 1128-0,한식,2
87,나드리김밥천국진안점,전북 진안군 진장로 13-0,간이음식,2
87,진안한우전문점,전북 진안군 진장로 55-6,한식,2
87,귀자식당,전북 진안군 진용로 7-4,한식,2
87,백자원,전북 진안군 진장로 29-0,외국식,2
87,이웃사촌,전북 진안군 중앙로 97-1,한식,2
99,백운산장,전북 진안군 백장로 489-9,한식,1
99,벽해지선,전북 진안군 신연길 15-90,카페/찻집,1
