동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
11,72,기타가족,오빠_가족,자연경관,계곡_해안_바다,안덕계곡
2,23,연인,여자친구_커플,미식,맥주_새우_갈치구이,안덕계곡
1,4,부모님,어머니,역사유적,다리,안덕계곡
0,2,,,휴식/힐링,힐링,안덕계곡
0,2,,,레포츠/운동,레저,안덕계곡
0,2,,,체험,템플스테이,안덕계곡
