연령대,남성방문 비율,여성방문 비율
70세 이상,6.4,4.1
60~69세,13.2,8.8
50~59세,15.1,10.2
40~49세,10.8,6.8
30~39세,6.8,5.3
20~29세,4.4,3.0
10~19세,1.9,2.0
