순위,관광지명,주소,분류,합산 검색 수
1,광주공항,광주 광산구 상무대로 420-25,교통시설,132250
2,메가박스첨단,광주 광산구 앰코로 35-0,공연시설,27712
3,메가박스광주하남,광주 광산구 풍영철길로 15-0,공연시설,27503
4,어등산CC,광주 광산구 무진대로 31-0,육상레저스포츠,20987
5,쌍암공원,광주 광산구 첨단중앙로182번길 39-0,도시공원,18508
6,우산월곡시장,광주 광산구 사암로 300-0,시장,16548
7,엠파이어관광호텔,광주 광산구 임방울대로800번길 25-0,호텔,14676
8,CGV광주첨단,광주 광산구 임방울대로826번길 29-31,공연시설,11904
9,1913송정역시장,광주 광산구 송정로8번길 0-0,시장,11847
10,에콜리안광산CC,광주 광산구 오목내길 26-0,육상레저스포츠,10376
11,롯데아울렛광주수완점,광주 광산구 장신로 98-0,쇼핑몰,8485
12,송정5일시장,광주 광산구 광산로30번길 65-0,시장,7088
13,롯데시네마수완,광주 광산구 장신로 98-0,공연시설,6857
14,노블스테이호텔,광주 광산구 임방울대로826번길 19-7,호텔,6367
15,송산유원지,광주 광산구 박호등임로 43-1,복합관광시설,6034
16,신화스포디움,광주 광산구 왕버들로 33-0,레저스포츠시설,5875
17,CGV광주하남,광주 광산구 용아로400번길 30-0,공연시설,5748
18,탑클라우드호텔광주점,광주 광산구 임방울대로825번길 57-1,호텔,5598
19,롯데시네마광주광산,광주 광산구 무진대로 272-8,공연시설,5484
20,마드리드비지니스호텔,광주 광산구 광산로19번길 11-0,호텔,4908
21,더존비즈니스호텔,광주 광산구 임방울대로826번길 60-37,호텔,4609
22,비아5일시장,광주 광산구 비아중앙로 26-1,시장,4490
23,호텔더테라스,광주 광산구 무진대로212번길 29-9,모텔,4402
24,광산문화예술회관,광주 광산구 광산로68번길 13-0,공연시설,3976
25,더시티호텔,광주 광산구 임방울대로825번길 21-42,호텔,3862
26,황룡친수공원,광주 광산구,도시공원,3829
27,어반스테이호텔,광주 광산구 무진대로232번길 7-0,모텔,3722
28,더솔호텔,광주 광산구 어등대로 711-0,호텔,3690
29,광주체력단련장,광주 광산구 송도로114번길 53-0,육상레저스포츠,3488
30,이끌림비지니스호텔하남점,광주 광산구 무진대로212번길 14-27,호텔,3420
31,아우라비즈니스호텔,광주 광산구 송정로1번길 28-0,호텔,3133
32,호텔야자광주하남점,광주 광산구 사암로171번길 90-24,모텔,3057
33,돔무인호텔,광주 광산구 임방울대로801번길 35-6,모텔,2951
34,올레모텔,광주 광산구 무진대로211번길 7-0,모텔,2931
35,일번지무인호텔,광주 광산구 무진대로211번길 7-0,모텔,2893
36,키즈다쿵하남점,광주 광산구 고봉로 53-0,테마공원,2856
37,보라매축구공원,광주 광산구,레저스포츠시설,2785
38,발리무인텔,광주 광산구 사암로171번길 90-10,모텔,2746
39,호텔여기어때광주하남점,광주 광산구 무진대로212번길 13-26,모텔,2592
40,벤틀리무인텔,광주 광산구 임방울대로825번길 60-25,모텔,2570
41,국민여가친환경오토캠핑장,광주 광산구 탑동길 345-0,캠핑,2547
42,샵무인텔,광주 광산구 용아로401번길 31-0,모텔,2498
43,송산승마스쿨,광주 광산구 가삼안길 68-100,육상레저스포츠,2344
44,MVP비지니스호텔,광주 광산구 무진대로212번길 14-5,호텔,2343
45,베스트풋살,광주 광산구 풍영정길 241-9,기타레저스포츠,2260
46,시티호텔첨단점,광주 광산구 임방울대로825번길 57-3,모텔,2205
47,국제롤러스케이트,광주 광산구 고봉로 53-0,육상레저스포츠,2203
48,일번지비즈니스호텔,광주 광산구 첨단중앙로152번길 17-16,호텔,2165
49,수완호수공원,광주 광산구,도시공원,2100
50,케이모텔,광주 광산구 임방울대로825번길 22-7,모텔,2054
51,일번지무인텔,광주 광산구 임방울대로825번길 22-56,모텔,2019
52,자라호텔,광주 광산구 임방울대로801번길 35-3,모텔,2007
53,임팩트럭셔리몰,광주 광산구 상무대로 509-0,쇼핑몰,2002
54,블루모텔,광주 광산구 무진대로231번길 13-24,모텔,1939
55,안청공원,광주 광산구,도시공원,1925
56,경암근린공원,광주 광산구,도시공원,1910
57,풍영체육시설단지인조잔디축구장,광주 광산구 풍영철길로 106-2,레저스포츠시설,1908
58,힐모텔,광주 광산구 무진대로212번길 13-10,모텔,1878
59,포그니모텔,광주 광산구 임방울대로826번길 60-47,모텔,1866
60,스페드모텔,광주 광산구 평동로1106번길 19-0,모텔,1790
61,호텔하이브인,광주 광산구 임방울대로825번길 43-0,모텔,1716
62,왕동저수지,광주 광산구,자연경관(하천/해양),1699
63,탑무인텔,광주 광산구 임방울대로801번길 35-10,모텔,1681
64,VIP모텔,광주 광산구 무진대로232번길 13-5,모텔,1679
65,OX무인텔,광주 광산구 첨단중앙로170번길 13-2,모텔,1678
66,호텔스테이35,광주 광산구 무진대로212번길 13-20,호텔,1674
67,MGM관광호텔,광주 광산구 무진대로212번길 13-33,호텔,1646
