순위,업소명,주소,분류,외지인 검색 수
1,세컨드원,광주 광산구 임방울대로 611-25,카페/찻집,12152
2,명화식육식당,광주 광산구 평동로 421-0,한식,10400
3,LoungeOIC,광주 광산구 임방울대로826번길 42-0,외국식,9762
4,쌍교숯불갈비송정점,광주 광산구 동곡로 462-0,한식,8322
5,스타벅스광주선운DT점,광주 광산구 선운로20번길 63-0,카페/찻집,7734
6,송정떡갈비1호점,광주 광산구 광산로29번길 1-0,한식,6937
7,스타벅스광주비아DT점,광주 광산구 첨단과기로 81-0,카페/찻집,6927
8,황솔촌수완점,광주 광산구 장신로19번안길 23-0,한식,6418
9,맥도날드광주산정DT점,광주 광산구 용아로 251-0,간이음식,6271
10,스타벅스광주수완DT점,광주 광산구 임방울대로 487-0,카페/찻집,5759
11,유향[중식],광주 광산구 용아로400번길 33-0,외국식,5002
12,궁전제과수완점,광주 광산구 사암로 426-0,간이음식,4840
13,쿠우쿠우광주하남점,광주 광산구 무진대로 272-8,외국식,4153
14,까르르스타광주수완점,광주 광산구 왕버들로 207-0,외국식,4035
15,취홍[중식],광주 광산구 월계로 223-11,외국식,3998
16,상무초밥첨단점,광주 광산구 첨단중앙로106번길 37-0,외국식,3986
17,송원식육식당,광주 광산구 평동로800번길 13-0,한식,3925
18,아우어베이커리광주첨단점,광주 광산구 임방울대로826번길 47-0,간이음식,3894
19,라라브레드송정점,광주 광산구 광산로19번길 24-0,간이음식,3893
20,대게나라수완점,광주 광산구 왕버들로 175-0,외국식,3811
21,남쪽마을돌짜장,광주 광산구 임곡로 523-7,외국식,3746
22,스타벅스광주흑석DT점,광주 광산구 사암로 367-0,카페/찻집,3738
23,스타벅스광주신가DT점,광주 광산구 목련로 335-0,카페/찻집,3728
24,하마아구찜수완본점,광주 광산구 수완로14번길 27-0,한식,3696
25,첨단공원국밥본점,광주 광산구 첨단중앙로182번길 24-3,한식,3676
26,카페304,광주 광산구 장신로 280-14,카페/찻집,3452
27,옛날에금잔디,광주 광산구 도산로9번길 54-0,한식,3330
28,스타벅스광주첨단점,광주 광산구 첨단중앙로 104-0,카페/찻집,3284
29,고려조삼계탕본점,광주 광산구 임방울대로 809-0,한식,3237
30,버거킹광주수완DT점,광주 광산구 임방울대로 499-0,간이음식,3221
31,쿠우쿠우광주첨단점,광주 광산구 임방울대로801번길 8-0,외국식,3193
32,꽃담,광주 광산구 첨단과기로 109-0,한식,3099
33,스타벅스광주운남DT점,광주 광산구 임방울대로 156-0,카페/찻집,2979
34,더청솔,광주 광산구 수완로 160-0,한식,2950
35,스타벅스광주산정DT점,광주 광산구 용아로 342-0,카페/찻집,2897
36,나주곰탕하얀집,광주 광산구 월곡산정로 89-0,한식,2880
37,부엌간,광주 광산구 수완로106번길 37-0,외국식,2835
38,서울곱창,광주 광산구 송정로15번길 71-0,외국식,2806
39,르미엘수완본점,광주 광산구 왕버들로 207-0,외국식,2787
40,초돈,광주 광산구 수완로74번길 30-6,한식,2779
41,솔밭솥밥,광주 광산구 수완로50번길 44-3,한식,2712
42,식당해이리,광주 광산구 임방울대로801번길 42-0,한식,2709
43,행복한임금님수완점 [한식],광주 광산구 왕버들로 113-2,한식,2579
44,아필코본점,광주 광산구 첨단중앙로124번길 27-0,카페/찻집,2528
45,스퀘어,광주 광산구 하완길 103-0,카페/찻집,2521
46,제줏간첨단점,광주 광산구 첨단중앙로106번길 42-0,한식,2469
47,화정떡갈비,광주 광산구 광산로29번길 6-0,한식,2463
48,스왈로,광주 광산구 수완로 104-0,간이음식,2458
49,보향미,광주 광산구 첨단중앙로124번길 41-0,한식,2443
50,청석골냉면,광주 광산구 산월로3번길 46-0,한식,2433
51,수완초밥,광주 광산구 임방울대로 347-0,외국식,2296
52,달맞이흑두부광주점,광주 광산구 북문대로 500-17,외국식,2198
53,대양,광주 광산구 손재로 407-0,한식,2117
54,포항물회본점,광주 광산구 목련로397번안길 7-0,외국식,2095
55,임가네,광주 광산구 사암로130번길 65-0,한식,2052
56,밀키샵,광주 광산구 수완로50번길 59-0,간이음식,2011
57,무등왕돈까스수완점,광주 광산구 수완로 88-0,외국식,2004
58,매월농원하남점,광주 광산구 사암로 764-28,외국식,1998
59,닥터찰스,광주 광산구 도천남길 38-79,카페/찻집,1991
60,스타벅스광주하남점,광주 광산구 사암로216번길 38-16,카페/찻집,1985
61,광후장어,광주 광산구 임방울대로 503-0,외국식,1949
62,영명국밥,광주 광산구 송정로8번길 5-0,한식,1944
63,아뜨뜨,광주 광산구 수완로48번길 39-0,한식,1889
64,칠봉이짬뽕[중식],광주 광산구 목련로394번길 23-26,외국식,1864
65,해궁,광주 광산구 풍영로229번길 53-0,외국식,1786
66,여수회수산,광주 광산구 풍영로 95-0,외국식,1782
66,한우리식육식당수완점,광주 광산구 수완로48번길 6-0,한식,1782
66,숙성도광주점,광주 광산구 임방울대로800번길 71-0,한식,1782
69,다연닭갈비,광주 광산구 목련로153번안길 46-3,외국식,1777
70,스타벅스광산수완점,광주 광산구 장신로 134-0,카페/찻집,1770
71,소코아,광주 광산구 수완로14번길 19-0,외국식,1753
72,금수저은수저[한식],광주 광산구 신창로166번길 24-0,한식,1737
73,매운날양푼이매운갈비찜,광주 광산구 첨단중앙로106번길 42-0,한식,1727
74,스타파티오,광주 광산구 왕버들로 217-0,외국식,1712
75,moodoo,광주 광산구 첨단강변로87번길 5-0,외국식,1692
75,스타벅스광주쌍암점,광주 광산구 첨단중앙로 158-0,카페/찻집,1692
77,연경하남점 [중식],광주 광산구 하남산단3번로 133-8,외국식,1689
78,비아꽃게장본점,광주 광산구 비아동원촌길 71-0,외국식,1688
79,최주원육개장,광주 광산구 풍영정길 53-0,한식,1682
80,버킷문리버,광주 광산구 삼도로 748-0,카페/찻집,1666
81,esc2,광주 광산구 풍영정길 241-2,카페/찻집,1665
82,하남꽃게장백반,광주 광산구 산정공원로59번길 10-0,외국식,1636
83,소촌옥숯불갈비,광주 광산구 소촌로 155-0,한식,1604
84,스타벅스광주송정역점,광주 광산구 상무대로205번길 6-0,카페/찻집,1597
85,카페온화광주송정점,광주 광산구 용보로51번길 23-0,카페/찻집,1569
86,어등뼈해장국보쌈,광주 광산구 무진대로231번길 30-21,한식,1562
86,어등회관,광주 광산구 내상로15번길 40-0,한식,1562
88,짬뽕지존수완점 [중식],광주 광산구 임방울대로 507-0,외국식,1547
89,금호꽃게장,광주 광산구 동곡로 161-20,외국식,1544
