연령대,남성방문 비율,여성방문 비율
70세 이상,6.1,8.0
60~69세,8.3,10.5
50~59세,8.8,9.8
40~49세,6.8,8.1
30~39세,7.6,7.1
20~29세,6.6,6.7
10~19세,2.3,2.3
