순위,업소명,주소,분류,외지인 검색 수
1,슬지제빵소,전북 부안군 청자로 1076-0,카페/찻집,24210
2,마르,전북 부안군 궁항영상길 48-0,카페/찻집,8238
3,할매피순대,전북 부안군 부안로 2524-0,한식,5511
4,마식당,전북 부안군 격포항길 13-0,한식,5450
5,계화회관,전북 부안군 변산로 95-0,한식,5244
6,현정이횟네,전북 부안군 곰소항길 66-15,외국식,3869
7,군산식당,전북 부안군 격포항길 16-0,한식,3761
8,카페909,전북 부안군 변산해변로 277-0,카페/찻집,3746
9,전망좋은집,전북 부안군 변산로 3207-1,한식,3284
10,백합식당,전북 부안군 변산해변로 17-0,외국식,3232
11,곰소아리랑식당,전북 부안군 곰소항길 77-0,한식,3212
12,바다마을,전북 부안군 채석강길 11-0,한식,3094
13,채석강맛집,전북 부안군 변산해변로 25-0,외국식,2876
14,신생반점[중식],전북 부안군 낭주길 7-0,외국식,2770
15,카페쿠숑,전북 부안군 변산로 2104-0,카페/찻집,2638
16,카페마사,전북 부안군 노루목길 8-8,카페/찻집,2439
17,핀아드레카페,전북 부안군 동진남로 256-1,카페/찻집,2314
18,태장금,전북 부안군 변산로 2417-0,외국식,2135
19,부안어촌계수산물공동회센터,전북 부안군 격포항길 24-8,외국식,1852
20,곰소다해꽃게장젓갈백반,전북 부안군 청자로 1283-0,한식,1818
21,변산물회해물국밥,전북 부안군 송포길 55-0,한식,1776
22,곰소궁횟집,전북 부안군 곰소항길 25-0,한식,1597
23,곰소물회,전북 부안군 곰소항길 85-0,한식,1466
24,형제골뼈다귀순대국,전북 부안군 용암로 32-0,한식,1442
25,곰소다해젓갈,전북 부안군 청자로 1283-0,외국식,1417
26,카페웨이브4,전북 부안군 청자로 258-0,카페/찻집,1296
27,땅제가든,전북 부안군 청자로 1399-0,한식,1175
27,쇼트앤드,전북 부안군 변산해변로 13-0,카페/찻집,1175
29,포마횟집,전북 부안군 간재로 447-0,외국식,1068
30,당산마루[한식],전북 부안군 당산로 71-0,한식,1065
31,줄포식당,전북 부안군 줄포2길 5-9,한식,987
32,주산식당,전북 부안군 부풍로 63-1,한식,969
33,칠산꽃게장,전북 부안군 청자로 906-0,외국식,943
34,부안솔가,전북 부안군 쟁갈송학길 61-0,한식,942
35,변산반도횟집,전북 부안군 격포항길 25-0,외국식,841
35,파리바게뜨전북부안점,전북 부안군 번영로 158-0,간이음식,841
37,금동숯불삼겹살,전북 부안군 부안로 1334-11,한식,813
38,봄해언니네,전북 부안군 격포안길 9-16,한식,801
39,고향맛횟집,전북 부안군 곰소항길 66-15,외국식,764
40,이비가짬뽕부안격포점 [중식],전북 부안군 격포로 136-0,외국식,721
41,자매식당,전북 부안군 곰소항길 75-1,한식,712
