연령대,남성방문 비율,여성방문 비율
70세 이상,1.7,1.6
60~69세,6.7,6.3
50~59세,9.1,11.6
40~49세,8.6,8.5
30~39세,8.9,9.2
20~29세,9.2,13.5
10~19세,2.2,2.1
