순위,관광지명,주소,분류,
1,선운사,전북 고창군 선운사로 250-0,역사관광지,전라북도 고창군
2,고창읍성,전북 고창군,역사관광지,전라북도 고창군
3,구시포해수욕장,전북 고창군,자연관광지,전라북도 고창군
4,동호해수욕장,전북 고창군 구동호1길 17-9,자연관광지,전라북도 고창군
5,학원농장,전북 고창군 학원농장길 158-6,레포츠(육상/해상/항공),전라북도 고창군
6,선운산도립공원,전북 고창군 선운사로 158-6,자연관광지,전라북도 고창군
7,고창고인돌박물관,전북 고창군 고인돌공원길 74-0,문화시설,전라북도 고창군
8,선운사,전북 고창군 선운사로 250-0,역사관광,전라북도 고창군
9,하나로마트/고창농협,전북 고창군 성산로 22-0,쇼핑,전라북도 고창군
10,고창청보리밭축제,전북 고창군 학원농장길 158-6,기타관광지,전라북도 고창군
11,고창읍성,전북 고창군,역사관광,전라북도 고창군
12,고창고인돌군,전북 고창군,역사관광지,전라북도 고창군
13,고창운곡람사르습지자연생태공원,전북 고창군 운곡서원길 362-0,자연관광지,전라북도 고창군
14,고창전통시장,전북 고창군 시장안길 26-0,쇼핑,전라북도 고창군
15,고창청보리밭축제,전북 고창군 학원농장길 158-6,문화관광,전라북도 고창군
16,꽃객프로젝트,전북 고창군 복분자로 307-0,휴양관광지,전라북도 고창군
17,동호해수욕장,전북 고창군 구동호1길 17-9,자연관광,전라북도 고창군
18,구시포해수욕장,전북 고창군,자연관광,전라북도 고창군
19,청농원,전북 고창군 청천길 41-27,기타관광지,전라북도 고창군
20,청농원,전북 고창군 청천길 41-27,체험관광,전라북도 고창군
21,석정온천휴스파,전북 고창군 석정2로 173-0,휴양관광지,전라북도 고창군
22,학원농장,전북 고창군 학원농장길 158-6,체험관광,전라북도 고창군
23,고창핑크뮬리축제,전북 고창군 복분자로 307-0,기타관광지,전라북도 고창군
24,고창고인돌박물관,전북 고창군 고인돌공원길 74-0,문화관광,전라북도 고창군
25,선운산도립공원,전북 고창군 선운사로 158-6,자연관광,전라북도 고창군
26,고창CC,전북 고창군 애향갯벌로 70-0,레포츠(육상/해상/항공),전라북도 고창군
27,석정힐CC,전북 고창군 석정2로 192-0,레포츠(육상/해상/항공),전라북도 고창군
28,문수사,전북 고창군 칠성길 135-0,역사관광지,전라북도 고창군
29,골프존카운티선운,전북 고창군 운곡로 418-0,레포츠(육상/해상/항공),전라북도 고창군
30,고인돌공원,전북 고창군 고인돌공원길 74-0,역사관광지,전라북도 고창군
31,고창무장현관아와읍성,전북 고창군,역사관광지,전라북도 고창군
32,책마을해리,전북 고창군 월봉성산길 88-0,문화시설,전라북도 고창군
33,구시포항,전북 고창군,자연관광지,전라북도 고창군
34,명사십리해변,전북 고창군 명사십리로 0-0,자연관광지,전라북도 고창군
35,고창운곡람사르습지자연생태공원,전북 고창군 운곡서원길 362-0,문화관광,전라북도 고창군
36,다이소/고창점,전북 고창군 중앙로 200-0,쇼핑,전라북도 고창군
37,고창읍성한옥마을,전북 고창군 동리로 128-0,기타관광지,전라북도 고창군
38,석정온천휴스파,전북 고창군 석정2로 173-0,체험관광,전라북도 고창군
39,동호항,전북 고창군 구동호2길 0-0,자연관광지,전라북도 고창군
40,원마트,전북 고창군 성산8길 28-0,쇼핑,전라북도 고창군
41,고창무장현관아와읍성,전북 고창군,역사관광,전라북도 고창군
42,고창고인돌군,전북 고창군,역사관광,전라북도 고창군
43,고창해안도로,전북 고창군,기타관광지,전라북도 고창군
44,고창CC,전북 고창군 애향갯벌로 70-0,레저스포츠,전라북도 고창군
45,서해안바람공원,전북 고창군,자연관광지,전라북도 고창군
46,하나로마트/상하농협,전북 고창군 상하로 58-0,쇼핑,전라북도 고창군
47,만돌갯벌체험학습장,전북 고창군 애향갯벌로 320-0,기타관광지,전라북도 고창군
48,만돌갯벌체험학습장,전북 고창군 애향갯벌로 320-0,체험관광,전라북도 고창군
49,고인돌공원,전북 고창군 고인돌공원길 74-0,역사관광,전라북도 고창군
50,상하베리마을축제,전북 고창군 왕재길 65-61,기타관광지,전라북도 고창군
51,고창문수사단풍나무숲,전북 고창군,기타관광지,전라북도 고창군
52,하나로마트/해리농협심원점,전북 고창군 심원로 199-0,쇼핑,전라북도 고창군
53,골프존카운티선운,전북 고창군 운곡로 418-0,레저스포츠,전라북도 고창군
54,고창복분자와수박축제,전북 고창군,문화관광,전라북도 고창군
55,삼시세끼촬영지/고창편,전북 고창군 송림1길 19-34,기타관광지,전라북도 고창군
56,구시포항,전북 고창군,자연관광,전라북도 고창군
57,하나로마트/선운산농협선운사점,전북 고창군 선운사로 158-1,쇼핑,전라북도 고창군
58,미당시문학관,전북 고창군 질마재로 2-8,문화시설,전라북도 고창군
59,고창공설운동장,전북 고창군 운동장길 36-0,기타관광지,전라북도 고창군
60,고창읍성한옥마을,전북 고창군 동리로 128-0,기타관광,전라북도 고창군
61,하전갯벌체험장,전북 고창군 서전길 30-0,체험관광,전라북도 고창군
62,명사십리해변,전북 고창군 명사십리로 0-0,자연관광,전라북도 고창군
63,석정힐CC,전북 고창군 석정2로 192-0,레저스포츠,전라북도 고창군
64,고창웰파크시티,전북 고창군 석정1로 105-0,휴양관광지,전라북도 고창군
65,하나로마트/해리농협,전북 고창군 해리중앙로 72-0,쇼핑,전라북도 고창군
66,석정골프연습장,전북 고창군 상원사길 59-0,레포츠(육상/해상/항공),전라북도 고창군
67,CU/고창심원점,전북 고창군 심원로 192-0,쇼핑,전라북도 고창군
68,도깨비촬영지/(학원농장),전북 고창군 학원농장길 158-6,기타관광지,전라북도 고창군
69,노동저수지,전북 고창군,자연관광지,전라북도 고창군
70,하전갯벌체험장,전북 고창군 서전길 30-0,기타관광지,전라북도 고창군
71,교촌하늘공원,전북 고창군,자연관광지,전라북도 고창군
72,세븐일레븐/구시포해수욕장점,전북 고창군 진암구시포로 539-18,쇼핑,전라북도 고창군
73,파머스빌리지/수영장,전북 고창군 상하농원길 6-36,기타관광지,전라북도 고창군
74,하나로마트/고창농협부안점,전북 고창군 인촌로 1249-0,쇼핑,전라북도 고창군
75,동호항,전북 고창군 구동호2길 0-0,자연관광,전라북도 고창군
76,동행복권판매점/고인돌대박천국,전북 고창군 성산2길 7-0,쇼핑,전라북도 고창군
77,병바위,전북 고창군 영모정길 88-7,기타관광지,전라북도 고창군
78,고창군립체육관,전북 고창군 운동장길 36-0,기타관광지,전라북도 고창군
79,고창모양골프연습장,전북 고창군 노동로 386-0,레포츠(육상/해상/항공),전라북도 고창군
80,미당시문학관,전북 고창군 질마재로 2-8,문화관광,전라북도 고창군
81,모양정,전북 고창군 운동장길 36-0,레포츠(육상/해상/항공),전라북도 고창군
82,CU/고창상하점,전북 고창군 진암구시포로 15-0,쇼핑,전라북도 고창군
83,도솔암,전북 고창군 도솔길 294-0,역사관광지,전라북도 고창군
84,개갑성지,전북 고창군,역사관광,전라북도 고창군
85,동림저수지,전북 고창군,자연관광지,전라북도 고창군
86,서해안바람공원,전북 고창군,문화관광,전라북도 고창군
87,고창해안도로,전북 고창군,기타관광,전라북도 고창군
88,개갑성지,전북 고창군,역사관광지,전라북도 고창군
89,문수사,전북 고창군 칠성길 135-0,역사관광,전라북도 고창군
90,할매바위,전북 고창군,기타관광지,전라북도 고창군
91,무장체육문화센터,전북 고창군 청보리로 1550-0,기타관광지,전라북도 고창군
92,구시포항남방파제등대,전북 고창군,문화관광,전라북도 고창군
93,고창하전바지락축제,전북 고창군 서전길 55-21,문화관광,전라북도 고창군
94,하나로마트/대성농협본점,전북 고창군 대성로 247-0,쇼핑,전라북도 고창군
95,장호어촌체험장,전북 고창군 명사십리로 282-42,기타관광지,전라북도 고창군
96,와이마트/고창선운점,전북 고창군 중앙로 308-0,쇼핑,전라북도 고창군
97,미당서정주생가,전북 고창군 미당길 16-0,역사관광지,전라북도 고창군
98,동행복권판매점/채널큐24시고창점,전북 고창군 중앙로 231-0,쇼핑,전라북도 고창군
99,동행복권판매점/중앙서점,전북 고창군 중앙로 200-0,쇼핑,전라북도 고창군
100,CU/고창선운사점,전북 고창군 중촌길 4-0,쇼핑,전라북도 고창군
