동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
3,21,기타가족,동서,역사유적,유적지_세계문화유산_유네스코,익산왕궁리유적[유네스코세계유산]
0,16,,,문화예술,박물관_어린이박물관_국립박물관,익산왕궁리유적[유네스코세계유산]
0,7,,,자연경관,산_정원,익산왕궁리유적[유네스코세계유산]
0,1,,,미식,앵두,익산왕궁리유적[유네스코세계유산]
