동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
8,54,기타가족,가족_엄마,자연경관,숲_휴양림_자연휴양림,국립청태산자연휴양림
3,30,부모님,아빠,미식,차_막국수_안흥찐빵,국립청태산자연휴양림
2,10,싱글,혼자,레포츠/운동,캠핑_산행_등산,국립청태산자연휴양림
1,0,배우자,남편,,,국립청태산자연휴양림
