연령대,남성방문 비율,여성방문 비율
70세 이상,1.7,3.5
60~69세,6.9,5.2
50~59세,6.3,7.0
40~49세,10.3,8.4
30~39세,14.2,16.3
20~29세,6.5,7.3
10~19세,2.2,1.9
