연령대,남성방문 비율,여성방문 비율
70세 이상,3.2,2.5
60~69세,12.9,9.1
50~59세,15.6,17.5
40~49세,9.2,9.9
30~39세,5.3,4.5
20~29세,4.1,4.0
10~19세,1.0,0.9
