연령대,남성방문 비율,여성방문 비율
70세 이상,3.3,3.1
60~69세,8.0,7.8
50~59세,9.6,10.7
40~49세,7.8,7.4
30~39세,9.1,7.7
20~29세,8.6,7.4
10~19세,4.6,3.8
