순위,업소명,주소,분류,외지인 검색 수
1,김천식당,충북 보은군 삼산로1길 25-4,한식,5841
2,복해가든,충북 보은군 개안길 15-9,한식,5222
3,신라식당[한식],충북 보은군 교사삼산길 40-0,한식,3244
4,용궁식당,충북 보은군 안내보은로 1273-3,한식,2976
5,송화식당,충북 보은군 삼산제방로 15-0,한식,2186
6,속리토속음식점[한식],충북 보은군 법주사로 261-0,한식,2136
7,투썸플레이스보은점,충북 보은군 보청대로 1861-0,카페/찻집,1935
8,능이손칼국수,충북 보은군 성족2길 41-0,한식,1884
9,경희식당[한식],충북 보은군 사내7길 11-4,한식,1613
10,판장횟집,충북 보은군 회남로 1746-0,외국식,1493
11,한우이야기,충북 보은군 뱃들로 57-0,한식,1402
12,청남대가마솥손두부,충북 보은군 보청대로 3118-0,한식,1308
13,LOTUSBLOSSOM속리산점,충북 보은군 법주사로 104-0,카페/찻집,1287
14,태화루[중식],충북 보은군 관기송현로 102-0,외국식,1203
15,형제정육식당,충북 보은군 장안로 5-0,한식,1108
16,강서면옥,충북 보은군 동편길 35-0,한식,1049
17,파리바게뜨충북보은점,충북 보은군 삼산로 36-1,간이음식,964
18,고바우순대,충북 보은군 삼산로1길 25-3,한식,909
19,영남식당[한식],충북 보은군 법주사로 254-1,한식,903
20,옛고을,충북 보은군 법주사로 250-0,한식,872
20,일미식당[중식],충북 보은군 관기송현로 99-0,외국식,872
22,삼년산성송어장,충북 보은군 대야길 8-0,외국식,806
23,혜성정육점식당,충북 보은군 삼산남로 7-1,한식,761
24,달본106,충북 보은군 삼산로6길 10-0,카페/찻집,745
25,잎새사랑,충북 보은군 풍취1길 71-0,한식,718
26,석정,충북 보은군 법주사로 272-0,한식,712
27,기사님식당,충북 보은군 법주사로 18-0,한식,613
28,꼬부랑길카페,충북 보은군 속리산로 477-0,카페/찻집,600
29,보은한우식당,충북 보은군 월송로 15-0,한식,579
30,이가,충북 보은군 구인2길 8-0,한식,578
31,코끼리식당,충북 보은군 삼산로2길 9-0,한식,536
32,롯데리아보은점,충북 보은군 보은로 95-0,간이음식,521
33,상승삼승공장,충북 보은군 농공단지길 23-0,기타음식,506
34,이평식당,충북 보은군 보청대로 1479-0,한식,469
35,차이나궁[중식],충북 보은군 장신4길 32-0,외국식,453
36,배영숙산야초밥상,충북 보은군 법주사로 253-0,한식,434
37,울엄마양평해장국,충북 보은군 뱃들3길 14-0,한식,426
38,김세복대추밀냉면,충북 보은군 삼산로3길 14-0,한식,417
39,화성가든[한식],충북 보은군 교사삼산길 8-0,한식,384
40,고 구 려,충북 보은군 삼산로1길 9-0,한식,383
41,장안반점[중식],충북 보은군 장안로 9-4,외국식,381
42,양지공원가든,충북 보은군 회남로 1640-0,한식,354
43,날망,충북 보은군 중티2길 64-11,카페/찻집,349
44,한우명가목우원,충북 보은군 월송로 21-16,한식,329
45,한라산,충북 보은군 남부로 4531-9,한식,287
46,이원식당,충북 보은군 뱃들로 34-0,한식,275
47,온제향가,충북 보은군 아치실길 64-13,한식,268
48,배스킨라빈스충북보은점,충북 보은군 삼산로 20-0,간이음식,261
49,거기돈가스,충북 보은군 관기3길 2-1,외국식,243
50,사골순대,충북 보은군 보청대로 760-0,한식,237
51,조은가,충북 보은군 삼산로 4-0,카페/찻집,211
52,남경가든,충북 보은군 만수길 79-0,한식,199
53,카페오슈,충북 보은군 월송로 35-0,카페/찻집,193
53,하림각[중식],충북 보은군 교사삼산길 6-0,외국식,193
55,삼선미나주곰탕보은점,충북 보은군 발산2길 22-0,한식,189
56,수라상[한식],충북 보은군 뱃들3길 16-7,한식,177
57,속리산산채비빔밥거리,충북 보은군 법주사로 0-0,기타음식,175
58,봄날카페본점,충북 보은군 뱃들로 26-0,카페/찻집,171
59,중앙식당[중식],충북 보은군 원남로 30-1,외국식,162
60,이디야커피충북보은점,충북 보은군 삼산로 20-0,카페/찻집,137
61,달본,충북 보은군 삼산로6길 3-0,외국식,133
62,큰집,충북 보은군 법주사로 263-0,한식,129
63,영빈관[중식],충북 보은군 보청대로 1665-0,외국식,124
64,상궁식당,충북 보은군 산척상궁로 595-4,한식,118
65,금바우가든,충북 보은군 사내1길 175-4,한식,112
65,원남식당숯불구이,충북 보은군 원남로 17-0,한식,112
67,관기식당,충북 보은군 보청대로 1062-0,한식,111
68,그린브라우니,충북 보은군 법주사로 58-1,카페/찻집,110
68,뚜레쥬르충북보은,충북 보은군 삼산로 15-0,간이음식,110
70,청솔관광농원,충북 보은군 장안로 222-7,한식,96
71,보은송어,충북 보은군 뱃들로 22-0,외국식,95
72,청년고기장수충북보은점,충북 보은군 교사삼산길 17-0,한식,94
73,신촌가든,충북 보은군 장신4길 9-1,한식,86
74,김밥천국보은점,충북 보은군 삼산로 33-0,간이음식,85
74,시골막국수,충북 보은군 장신로 11-0,한식,85
74,천년의하루,충북 보은군 삼가구병길 180-9,한식,85
77,동아리식당,충북 보은군 법주사로 237-0,한식,83
78,신토불이약초식당,충북 보은군 사내6길 4-0,한식,82
79,얌샘 김밥,충북 보은군 삼산로 9-0,간이음식,81
80,화풍정,충북 보은군 법주사로 21-5,한식,78
81,문장대식당[한식],충북 보은군 법주사로 260-0,한식,76
82,위치커피충복보은점,충북 보은군 안내보은로 914-0,카페/찻집,72
83,황비홍[중식],충북 보은군 강신종곡길 21-7,외국식,70
84,덕림산채식당,충북 보은군 법주사로 287-0,한식,67
84,새벽해장국,충북 보은군 보은로 154-1,한식,67
84,카페은운리,충북 보은군 안내회남로 942-0,카페/찻집,67
87,피반령산골가든,충북 보은군 보청대로 3952-0,외국식,66
87,다래식당,충북 보은군 사내5길 5-3,한식,66
89,강산메기매운탕,충북 보은군 강산길 77-0,한식,64
90,보은식당,충북 보은군 사담길 51-0,한식,61
91,신전떡볶이보은점,충북 보은군 보은로 100-9,간이음식,60
92,피반령송어회나라,충북 보은군 보청대로 3856-0,외국식,58
93,금린,충북 보은군 회남로 1483-0,외국식,57
93,할매손칼국수,충북 보은군 사내1길 95-0,한식,57
95,믿음초밥,충북 보은군 사내6길 6-0,외국식,55
95,신장안식당,충북 보은군 장안로 3-0,한식,55
95,하수오종가,충북 보은군 남부로 4955-0,한식,55
98,팔도식당,충북 보은군 법주사로 262-1,한식,54
99,구병산골가든,충북 보은군 삼가구병길 141-0,한식,52
99,토우촌,충북 보은군 남부로 6384-0,한식,52
