유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
충청북도 청주시 상당구 , 충청북도 보은군,15.3,1
충청북도 청주시 흥덕구 , 충청북도 보은군,7.4,1
충청북도 옥천군 , 충청북도 보은군,6.6,1
충청북도 청주시 서원구 , 충청북도 보은군,6.2,1
경상북도 상주시 , 충청북도 보은군,5.0,1
충청북도 청주시 청원구 , 충청북도 보은군,4.5,1
대전광역시 동구 , 충청북도 보은군,3.7,1
대전광역시 유성구 , 충청북도 보은군,3.6,1
세종특별자치시  , 충청북도 보은군,3.6,1
대전광역시 서구 , 충청북도 보은군,3.3,1
대전광역시 대덕구 , 충청북도 보은군,3.1,1
충청남도 천안시 동남구 , 충청북도 보은군,2.7,1
충청북도 괴산군 , 충청북도 보은군,2.3,1
충청남도 천안시 서북구 , 충청북도 보은군,2.0,1
대전광역시 중구 , 충청북도 보은군,1.9,1
충청북도 영동군 , 충청북도 보은군,1.3,1
경상북도 구미시 , 충청북도 보은군,1.2,1
경기도 평택시 , 충청북도 보은군,1.2,1
경기도 화성시 , 충청북도 보은군,1.1,1
경기도 안성시 , 충청북도 보은군,0.9,1
 충청북도 보은군,충청북도 청주시 상당구,16.2,2
 충청북도 보은군,충청북도 청주시 흥덕구,8.5,2
 충청북도 보은군,충청북도 청주시 서원구,7.3,2
 충청북도 보은군,충청북도 옥천군,7.2,2
 충청북도 보은군,경상북도 상주시,5.8,2
 충청북도 보은군,충청북도 청주시 청원구,5.2,2
 충청북도 보은군,대전광역시 유성구,5.0,2
 충청북도 보은군,세종특별자치시 ,2.9,2
 충청북도 보은군,대전광역시 동구,2.7,2
 충청북도 보은군,충청남도 천안시 동남구,2.6,2
 충청북도 보은군,대전광역시 서구,2.1,2
 충청북도 보은군,충청남도 천안시 서북구,1.9,2
 충청북도 보은군,대전광역시 중구,1.7,2
 충청북도 보은군,대전광역시 대덕구,1.7,2
 충청북도 보은군,경기도 평택시,1.4,2
 충청북도 보은군,충청북도 괴산군,1.3,2
 충청북도 보은군,경기도 화성시,1.2,2
 충청북도 보은군,충청남도 아산시,1.1,2
 충청북도 보은군,경상북도 문경시,1.1,2
 충청북도 보은군,경상북도 구미시,1.1,2
