연령대,남성방문 비율,여성방문 비율
70세 이상,2.2,2.8
60~69세,4.7,5.4
50~59세,7.9,9.2
40~49세,10.8,12.3
30~39세,10.4,10.4
20~29세,6.2,7.2
10~19세,4.0,3.8
