연령대,남성방문 비율,여성방문 비율
70세 이상,2.1,2.0
60~69세,7.3,5.1
50~59세,13.9,8.6
40~49세,13.2,6.7
30~39세,12.3,6.4
20~29세,10.8,5.8
10~19세,2.1,2.4
