순위,관광지명,주소,분류,외지인 검색 수
1,티클라우드CC,경기 동두천시 평화로 3202-0,육상레저스포츠,30925
2,니지모리스튜디오,경기 동두천시 천보산로 567-12,기타관광,29605
3,소요산,경기 동두천시 평화로2910번길 406-33,자연경관(산),25372
4,경기북부어린이박물관,경기 동두천시 평화로2910번길 46-0,전시시설,16392
5,동두천자연휴양림,경기 동두천시 탑동가산로 1-0,자연공원,13935
6,왕방계곡,경기 동두천시,자연경관(산),6929
7,파인힐빌리지캠핑장,경기 동두천시 안흥로 65-36,캠핑,6352
8,중앙시장,경기 동두천시 동광로52번길 39-0,시장,5966
9,동두천큰시장,경기 동두천시 큰시장로 52-0,시장,4843
10,양키시장,경기 동두천시 어수로83번길 20-0,시장,4564
11,소요산탑온천랜드,경기 동두천시 장고갯로 161-35,웰니스관광,3368
12,소요별앤숲테마파크,경기 동두천시 평화로2922번길 76-0,테마공원,3192
13,호텔더그레이,경기 동두천시 중앙로246번길 13-0,호텔,3130
14,에코유캠핑장,경기 동두천시 천보산로359번길 57-0,캠핑,3053
15,산야초자연캠핑장,경기 동두천시 쇠목길 320-0,캠핑,2291
16,소요산국민관광지,경기 동두천시 평화로2910번길 148-38,복합관광시설,2276
17,돈내미농장,경기 동두천시,캠핑,2267
18,꿈에그린모텔,경기 동두천시 삼육사로 788-0,모텔,2076
19,렉시호텔,경기 동두천시 중앙로246번길 17-0,모텔,1994
20,동광극장,경기 동두천시 동광로 33-0,공연시설,1788
21,산촌오토캠핑장,경기 동두천시 탑신로237번길 111-0,캠핑,1739
22,시마호텔,경기 동두천시 중앙로274번길 9-0,모텔,1721
23,저스트슬립호텔지행역점,경기 동두천시 중앙로 110-9,호텔,1651
24,자유수호평화박물관,경기 동두천시 평화로2910번길 96-63,전시시설,1600
25,테마모텔,경기 동두천시 지행로 64-0,호텔,1580
26,벨라캠핑장,경기 동두천시 탑신로237번길 39-0,캠핑,1490
27,세인트모텔,경기 동두천시 평화로 2342-0,모텔,1448
28,배꼽다리,경기 동두천시,기타관광,1373
29,탑동유원지,경기 동두천시,복합관광시설,1214
30,죠스글램핑,경기 동두천시 삼육사로 1422-34,캠핑,1179
31,자재암,경기 동두천시 평화로2910번길 145-0,종교성지,1133
32,놀자숲,경기 동두천시 탑동가산로 1-0,기타관광,1082
33,동두천매초동화마을품앤카라반캠핑장,경기 동두천시 삼육사로 1366-0,캠핑,834
34,온새미오토캠핑장,경기 동두천시 천보산로 537-0,캠핑,811
35,CGV동두천,경기 동두천시 평화로 2346-0,공연시설,810
36,캐슬모텔,경기 동두천시 어수로106번길 26-0,모텔,794
37,문화극장,경기 동두천시 동광로 66-0,공연시설,737
38,쇠목계곡,경기 동두천시,자연경관(산),654
39,캄모텔,경기 동두천시 아차노리로 16-7,모텔,649
40,자유수호평화박물관벚꽃길,경기 동두천시 평화로2910번길 96-63,기타관광,491
41,힐링모텔,경기 동두천시 중앙로 229-5,모텔,488
42,산속에관광농원,경기 동두천시 안흥로26번길 283-0,캠핑,480
43,로쥬모텔,경기 동두천시 동광로40번길 6-0,모텔,471
44,꼬끼오동두천점,경기 동두천시 평화로2229번길 10-35,기타쇼핑시설,437
45,제이모텔,경기 동두천시 동두천로 247-13,모텔,436
46,하이브호텔,경기 동두천시 강변로 862-1,호텔,429
47,소설펜션,경기 동두천시 탑신로 183-5,펜션/민박,416
47,다이소동두천지행점,경기 동두천시 지행로 67-0,기타쇼핑시설,416
49,아비숑모텔,경기 동두천시 강변로94번길 6-0,모텔,401
50,수연정펜션,경기 동두천시 탑신로 239-0,펜션/민박,329
51,호텔월드,경기 동두천시 지행로 60-0,모텔,321
52,빅토리아모텔,경기 동두천시 생연로 128-0,모텔,319
