연령대,남성방문 비율,여성방문 비율
70세 이상,8.6,6.8
60~69세,15.9,10.1
50~59세,14.9,12.0
40~49세,7.8,5.1
30~39세,4.0,2.5
20~29세,3.8,2.5
10~19세,3.8,1.4
