연령대,남성방문 비율,여성방문 비율
70세 이상,1.9,1.4
60~69세,8.6,7.3
50~59세,10.9,11.4
40~49세,11.9,8.9
30~39세,11.4,9.0
20~29세,7.0,5.8
10~19세,1.9,1.6
