순위,업소명,주소,분류,외지인 검색 수
1,천북굴단지,충남 보령시,기타음식,54149
2,바이더오,충남 보령시 원산도5길 89-29,카페/찻집,20840
3,스타벅스충남보령DT점,충남 보령시 대해로 101-0,카페/찻집,15152
4,보령우유창고,충남 보령시 홍보로 532-35,카페/찻집,13807
5,갱스커피,충남 보령시 청성로 143-0,카페/찻집,12397
6,대천키조개삼합,충남 보령시 해수욕장8길 51-0,외국식,8285
7,원산도커피,충남 보령시 원산도5길 102-0,카페/찻집,7307
8,맥도날드충남보령DT점,충남 보령시 터미널길 3-0,간이음식,6759
9,해물상회,충남 보령시 해수욕장6길 118-0,한식,6151
10,보령우유창고,충남 보령시 홍보로 574-0,카페/찻집,6074
11,코랄커피,충남 보령시 해수욕장4길 82-0,카페/찻집,4841
12,오양손칼국수,충남 보령시 소성안길 55-0,한식,4680
13,제일해물칼국수,충남 보령시 대해로 46-0,한식,4474
14,커피인터뷰,충남 보령시 대천항1길 67-23,카페/찻집,4224
15,섬과섬사이회&조개구이,충남 보령시 해수욕장4길 124-0,외국식,4064
16,원산도명가,충남 보령시 원산도1길 39-2,한식,3990
17,대천조개창고,충남 보령시 대해로 409-0,외국식,3954
18,김가네사골수제비,충남 보령시 석서1길 57-0,한식,3667
19,블루웨이브카페,충남 보령시 대해로 409-0,카페/찻집,3238
20,벨라코스타,충남 보령시 열린바다로 94-0,카페/찻집,3181
21,보령댐만남의집,충남 보령시 보령호로 514-0,한식,2716
22,황해원[중식],충남 보령시 심원계곡로 4-0,외국식,2635
23,바이더오,충남 보령시 원산도5길 89-23,카페/찻집,2603
24,일월굴칼국수,충남 보령시 대청로 340-0,한식,2454
25,밥도둑꽃게장무한리필,충남 보령시 대청로 143-0,한식,2439
26,풍미꽃게장게국지,충남 보령시 머드로 64-0,한식,2374
27,어다랑,충남 보령시 새마을1길 60-20,한식,2295
28,두발횟집,충남 보령시 해수욕장4길 140-0,외국식,2243
29,카페라스칼라,충남 보령시 해수욕장8길 14-0,카페/찻집,2224
30,민속촌칼국수,충남 보령시 해수욕장4길 94-0,한식,2213
31,한국중부발전본사카페테리아점,충남 보령시 보령북로 160-0,카페/찻집,2210
32,카페블루레이크청호,충남 보령시 죽성로 154-0,카페/찻집,2154
33,삼춘짬뽕[중식],충남 보령시 해수욕장4길 92-0,외국식,2135
34,담쟁이돈까스,충남 보령시 통나무마을1길 61-0,외국식,2041
35,카페그랑블루,충남 보령시 해안로 484-0,카페/찻집,2027
36,장벌바지락칼국수,충남 보령시 해안로 405-0,한식,2018
37,국본가보령점,충남 보령시 대해로 882-0,한식,1975
38,홍익돈까스대천점,충남 보령시 대해로 166-0,외국식,1950
39,교동짬뽕대천점 [중식],충남 보령시 대해로 332-0,외국식,1884
40,한울타리보령점,충남 보령시 남대천로 51-0,한식,1861
41,리리스카페,충남 보령시 성주산로 673-47,카페/찻집,1781
42,태화장[중식],충남 보령시 작은오랏4길 15-7,외국식,1772
43,대천가자조개구이,충남 보령시 해수욕장8길 49-0,외국식,1722
44,33.34.35호정남수산,충남 보령시 대천항로 334-0,외국식,1685
45,훈이네굴수산,충남 보령시 홍보로 1061-0,외국식,1675
46,신선한게국지해물탕간장게장,충남 보령시 해수욕장4길 76-0,한식,1626
47,파리바게뜨대천해수욕장점,충남 보령시 대해로 896-0,간이음식,1619
48,명복식당,충남 보령시 냉풍욕장길 37-0,한식,1605
49,장벌집,충남 보령시 해안로 321-0,한식,1589
50,가마솥불곰탕,충남 보령시 안소래길 15-0,한식,1545
51,투썸플레이스보령중앙점,충남 보령시 보령북로 95-0,카페/찻집,1540
52,카페모카브레드,충남 보령시 해수욕장4길 84-0,카페/찻집,1532
53,해저터널횟집,충남 보령시 대천항중앙길 17-0,외국식,1531
54,보령해물칼국수,충남 보령시 해안로 448-0,한식,1500
55,문도노보,충남 보령시 대해로 110-10,카페/찻집,1487
56,제주해물뚝배기,충남 보령시 대해로 892-0,한식,1447
57,수정식당,충남 보령시 대해로 8-0,한식,1433
58,타네,충남 보령시 명천로4길 15-0,간이음식,1393
59,버거킹보령동대점,충남 보령시 한내로 16-0,간이음식,1355
60,하니쌈밥,충남 보령시 충청수영로 839-10,한식,1339
61,가마솥명품국밥,충남 보령시 머드로 98-0,한식,1315
62,상화헌,충남 보령시 열린바다2길 44-0,카페/찻집,1286
63,카페리리스블루,충남 보령시 해수욕장3길 11-10,카페/찻집,1272
64,그린하우스,충남 보령시 열린바다2길 22-0,외국식,1239
65,남포집,충남 보령시 성주중앙길 22-0,한식,1236
66,더본감자탕보령점,충남 보령시 희망1길 12-0,한식,1229
67,허벌냉면,충남 보령시 만세운동길 33-0,한식,1221
68,원산창고,충남 보령시 원산도3길 374-0,카페/찻집,1211
69,서해바다,충남 보령시 해수욕장10길 60-6,한식,1175
70,롯데리아대천광장점,충남 보령시 해수욕장2길 1-0,간이음식,1126
70,신토리할매국밥,충남 보령시 머드로 31-0,한식,1126
72,양평해장국,충남 보령시 대해로 857-0,한식,1110
73,봉일식[일식],충남 보령시 옥마역길 81-0,외국식,1067
74,대천간장게장,충남 보령시 신설1길 79-0,한식,1049
75,24시전주명가콩나물국밥보령점,충남 보령시 중앙로 17-0,한식,1043
76,시골돌솥쌈밥,충남 보령시 큰오랏6길 51-0,한식,1039
77,피자파티,충남 보령시 대흥로 44-0,간이음식,1036
78,먹보네조개구이,충남 보령시 해수욕장4길 20-0,외국식,1016
79,샘물식당,충남 보령시 원모루길 245-0,한식,995
80,청기와지붕아래,충남 보령시 대해로 438-0,한식,946
81,자연쌈밥식당,충남 보령시 장생이2길 40-0,한식,944
82,콩사랑,충남 보령시 원산도3길 34-0,외국식,925
83,윤가네해물탕,충남 보령시 대해로 28-0,한식,897
84,바운스조개구이,충남 보령시 해수욕장8길 29-0,외국식,852
85,숙이네맛집,충남 보령시 해안로 468-0,한식,842
86,베이그릴121,충남 보령시 원산도7길 121-0,한식,837
87,어부횟집,충남 보령시 지장골길 48-0,외국식,829
88,오천항수산물센터8호점,충남 보령시 오천해안로 782-5,외국식,820
89,청해회수산,충남 보령시 오천해안로 782-16,외국식,812
90,보물섬횟집,충남 보령시 남포방조제로 408-91,외국식,805
91,어항수산물센터[일식],충남 보령시 대천항로 374-2,외국식,797
92,터가든,충남 보령시 홍보로 666-0,외국식,791
93,학성별장횟집,충남 보령시 학성염전길 94-41,외국식,790
94,우미장본점,충남 보령시 작은오랏8길 35-0,한식,784
95,푸른하늘휴게소식당,충남 보령시 만수로 1060-0,한식,768
96,태조한우,충남 보령시 옥마역길 81-0,한식,754
97,사천성[중식],충남 보령시 장터3길 22-0,외국식,739
98,오양칼국수,충남 보령시 보령남로 125-7,한식,704
99,조개팩토리,충남 보령시 해수욕장8길 39-0,외국식,702
100,고기박사냉면보령점,충남 보령시 신평로 6-0,한식,697
