동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
12,151,기타가족,가족_엄마_오빠,반려동물,동물_애견,홍천은행나무숲
8,115,부모님,할머니_아빠,자연경관,숲_공원_둘레길,홍천은행나무숲
1,41,배우자,남편,미식,카페_차_음료,홍천은행나무숲
0,24,,,휴식/힐링,나들이_야영_가을여행,홍천은행나무숲
0,1,,,레포츠/운동,놀이터,홍천은행나무숲
0,1,,,체험,생태체험,홍천은행나무숲
