동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
145,2929,연인,애인_여친_남친,미식,맛집_바나나_상추
126,373,기타가족,형님_조카_자매,레포츠/운동,캠핑_놀이터_낚시
82,186,자녀,아들_딸_학생,문화예술,노래방_클럽_카지노
49,104,회사동료,대리_직원_부장,자연경관,계곡_공원_산책로
24,47,친구,친구_지인,휴식/힐링,호캉스_피크닉_테라피
23,35,학생,고딩_대학생_초등학생,반려동물,애견_유기견_반려견
18,25,배우자,와이프_부인_신부,역사유적,다리_교회_한옥
18,1,부모님,아버지_어머님_아빠,체험,수학여행
14,0,싱글,싱글,,
