순위,관광지명,주소,분류,외지인 검색 수
1,수성못,대구 수성구,자연경관(하천/해양),100130
2,호텔인터불고대구,대구 수성구 팔현길 212-0,호텔,72655
3,대구삼성라이온즈파크,대구 수성구 야구전설로 1-0,레저스포츠시설,39704
4,호텔라온제나,대구 수성구 범어천로 73-0,호텔,39574
5,호텔수성,대구 수성구 용학로 106-7,호텔,37809
6,수성유원지,대구 수성구,복합관광시설,25719
7,대구미술관,대구 수성구 미술관로 40-0,전시시설,21858
8,대구그랜드호텔,대구 수성구 동대구로 305-0,호텔,17158
9,CGV대구스타디움,대구 수성구 유니버시아드로 140-0,공연시설,13498
10,무열대체력단련장,대구 수성구 무열로 56-0,육상레저스포츠,12751
11,아리아나호텔,대구 수성구 동대구로 27-0,호텔,10731
12,국립대구박물관,대구 수성구 청호로 321-0,전시시설,10669
13,수성아트피아휴관중(2022년11월01일개관예정),대구 수성구 무학로 180-0,공연시설,7216
14,아이니테마파크,대구 수성구 유니버시아드로 140-0,테마공원,6435
15,아르떼수성랜드,대구 수성구 무학로 42-0,테마공원,6371
16,대구스타디움보조경기장,대구 수성구 유니버시아드로 180-0,레저스포츠시설,5860
17,수성시장,대구 수성구 들안로 285-57,시장,4927
18,목련시장,대구 수성구 용학로42길 9-0,시장,4600
19,수성패밀리파크,대구 수성구 팔현길 88-46,도시공원,4540
20,인터불고호텔별관,대구 수성구 팔현길 212-0,호텔,3712
21,신매시장,대구 수성구 신매로 94-0,시장,3247
22,청구시장,대구 수성구 만촌로 66-0,시장,2651
23,황금시장,대구 수성구 청솔로 19-0,시장,2591
24,체리시호텔,대구 수성구 동대구로25길 37-0,모텔,2532
25,석가사,대구 수성구 달구벌대로568길 23-0,종교성지,2273
26,루오호텔,대구 수성구 알파시티1로4길 19-8,호텔,2116
27,시지근린공원,대구 수성구,도시공원,2034
28,만촌자전거경기장,대구 수성구 팔현길 241-0,육상레저스포츠,2012
29,진밭골야영장,대구 수성구 진밭길 112-0,캠핑,1929
30,가우진호텔,대구 수성구 수성로 276-0,모텔,1914
