기준연월,지역명,검색량(건)
202108,대구광역시 수성구 ,824
202109,대구광역시 수성구 ,977
202110,대구광역시 수성구 ,605
202111,대구광역시 수성구 ,876
202112,대구광역시 수성구 ,200
202201,대구광역시 수성구 ,198
202202,대구광역시 수성구 ,67
202203,대구광역시 수성구 ,74
202204,대구광역시 수성구 ,34
202205,대구광역시 수성구 ,142
202206,대구광역시 수성구 ,93
202207,대구광역시 수성구 ,109
