동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
0,40,,,자연경관,해안_섬_바다,도동등대(행남등대)
0,6,,,미식,식당_커피_물고기,도동등대(행남등대)
0,2,,,레포츠/운동,스노쿨링,도동등대(행남등대)
