순위,업소명,주소,분류,합산 검색 수
1,원조최미자소머리국밥본관,경기 광주시 도척로 58-0,한식,42629
2,낙선재[한식],경기 광주시 불당길 101-0,한식,36040
3,강마을다람쥐,경기 광주시 태허정로 556-0,외국식,27209
4,최미자소머리국밥1관,경기 광주시 경충대로 540-0,한식,25389
5,해와달[한식],경기 광주시 이배재로 493-0,한식,23973
6,어로프슬라이스피스퇴촌점,경기 광주시 정영로 946-8,간이음식,22655
7,동산들밥[한식],경기 광주시 광여로 305-0,한식,21985
8,카페산,경기 광주시 검복길 82-0,카페/찻집,21757
9,맥도날드경기광주DT점,경기 광주시 경충대로 1477-0,간이음식,20794
10,먹보한우광주점,경기 광주시 청석로 252-0,한식,19908
11,동동국수본점,경기 광주시 도척로 20-0,한식,19608
12,포사이,경기 광주시 정영로 574-0,외국식,19223
13,나인블럭중대동점,경기 광주시 경충대로 1969-0,카페/찻집,17934
14,스멜츠,경기 광주시 신현로 103-0,카페/찻집,17794
15,몽쥬이에,경기 광주시 남한산성로 227-31,카페/찻집,17198
16,대복식당불고기가게,경기 광주시 정영로 776-0,한식,16747
17,위베이크,경기 광주시 남한산성로 59-3,간이음식,16023
18,이배재제빵소,경기 광주시 이배재로 247-0,카페/찻집,15774
19,건업리보리밥,경기 광주시 광여로 841-0,한식,15454
20,장지리가마솥해장국본점,경기 광주시 순암로 150-0,한식,15371
21,흙토담골퇴촌점,경기 광주시 석둔길 3-0,한식,14543
22,통보장어마을,경기 광주시 장지9길 45-0,외국식,14451
23,스타벅스경기광주송정DT점,경기 광주시 경안천로 118-0,카페/찻집,13368
24,장군수산,경기 광주시 창뜰아랫길 31-0,외국식,13134
25,예전한정식[한식],경기 광주시 천진암로 515-14,한식,12880
26,카페인신현리,경기 광주시 새말길167번길 68-0,카페/찻집,12021
27,초월보리밥[한식],경기 광주시 경충대로184번길 24-1,한식,11944
28,스타벅스곤지암IC DT점,경기 광주시 경충대로 765-0,카페/찻집,11801
