동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
17,70,기타가족,가족_엄마_오빠,자연경관,공원_바다_산,대저생태공원
5,50,친구,친구_지인,미식,카페_음료_에그타르트,대저생태공원
5,44,연인,커플,휴식/힐링,힐링_나들이_가을여행,대저생태공원
3,6,부모님,아빠,역사유적,다리,대저생태공원
2,2,자녀,딸,레포츠/운동,캠핑,대저생태공원
