기준연월,지역명,검색량(건)
202108,부산광역시 금정구 ,299
202109,부산광역시 금정구 ,221
202110,부산광역시 금정구 ,675
202111,부산광역시 금정구 ,962
202112,부산광역시 금정구 ,77
202201,부산광역시 금정구 ,38
202202,부산광역시 금정구 ,13
202203,부산광역시 금정구 ,116
202204,부산광역시 금정구 ,61
202205,부산광역시 금정구 ,122
202206,부산광역시 금정구 ,70
202207,부산광역시 금정구 ,34
