연령대,남성방문 비율,여성방문 비율
70세 이상,3.8,3.7
60~69세,9.9,7.3
50~59세,12.5,10.3
40~49세,9.1,7.6
30~39세,8.9,6.6
20~29세,7.9,7.3
10~19세,2.3,2.1
