연령대,남성방문 비율,여성방문 비율
70세 이상,2.0,2.4
60~69세,7.2,5.7
50~59세,10.6,9.8
40~49세,12.2,10.8
30~39세,8.7,10.1
20~29세,5.6,5.3
10~19세,3.4,3.6
