연령대,남성방문 비율,여성방문 비율
70세 이상,3.4,4.0
60~69세,6.2,7.1
50~59세,9.1,8.8
40~49세,7.5,6.2
30~39세,7.2,5.5
20~29세,13.9,11.3
10~19세,5.1,3.6
