순위,관광지명,주소,분류,
1,노량진수산시장,서울 동작구 노들로 674-0,쇼핑,서울특별시 동작구
2,이마트/이수점,서울 동작구 사당로 300-0,쇼핑,서울특별시 동작구
3,보라매공원,서울 동작구 여의대방로20길 33-0,자연관광지,서울특별시 동작구
4,성대전통시장,서울 동작구 상도로 102-0,쇼핑,서울특별시 동작구
5,남성사계시장,서울 동작구 동작대로29길 9-0,쇼핑,서울특별시 동작구
6,하나로마트/흑석점,서울 동작구,쇼핑,서울특별시 동작구
7,이마트에브리데이/흑석동점,서울 동작구 서달로 158-0,쇼핑,서울특별시 동작구
8,메가박스/이수,서울 동작구 동작대로 89-0,공연/행사,서울특별시 동작구
9,동작주차공원,서울 동작구 현충로 213-0,자연관광지,서울특별시 동작구
10,사당종합체육관,서울 동작구 사당로27길 232-0,기타관광지,서울특별시 동작구
11,롯데하이마트/상도점,서울 동작구 상도로 237-0,쇼핑,서울특별시 동작구
12,하나로마트/남부남성점,서울 동작구 사당로16길 35-0,쇼핑,서울특별시 동작구
13,롯데하이마트/사당점,서울 동작구 동작대로 77-0,쇼핑,서울특별시 동작구
14,용양봉저정공원,서울 동작구 노량진로32길 14-7,자연관광지,서울특별시 동작구
15,태평백화점/폐점,서울 동작구 동작대로 115-0,쇼핑,서울특별시 동작구
16,하나로마트/이수점,서울 동작구 동작대로39길 22-0,쇼핑,서울특별시 동작구
17,동작구민체육센터,서울 동작구 여의대방로16길 53-0,레포츠(육상/해상/항공),서울특별시 동작구
18,홈플러스익스프레스/남성점,서울 동작구 사당로 215-0,쇼핑,서울특별시 동작구
19,서울특별시교육청동작도서관,서울 동작구 장승배기로 94-0,문화시설,서울특별시 동작구
20,노들나루공원/축구장,서울 동작구,기타관광지,서울특별시 동작구
21,스페이스살림,서울 동작구 노량진로 10-0,문화시설,서울특별시 동작구
22,보라매공원,서울 동작구 여의대방로20길 33-0,문화관광,서울특별시 동작구
23,보라매공원테니스장,서울 동작구 여의대방로20길 33-0,레포츠(육상/해상/항공),서울특별시 동작구
24,수협바다마트/노량진점,서울 동작구 만양로 84-0,쇼핑,서울특별시 동작구
25,블루스톤스포츠,서울 동작구 현충로 131-0,레포츠(육상/해상/항공),서울특별시 동작구
26,대방할인마트,서울 동작구 등용로 123-0,쇼핑,서울특별시 동작구
27,대방어린이도서관,서울 동작구 대방동길 55-0,문화시설,서울특별시 동작구
28,김영삼대통령기념도서관,서울 동작구 매봉로 1-0,문화시설,서울특별시 동작구
29,달마사,서울 동작구 서달로 50-26,역사관광지,서울특별시 동작구
30,다이소/대방점,서울 동작구 여의대방로 190-0,쇼핑,서울특별시 동작구
31,이마트에브리데이/사당동점,서울 동작구 동작대로29길 110-0,쇼핑,서울특별시 동작구
32,국군복지단/태성대마트,서울 동작구 여의대방로16길 1-0,쇼핑,서울특별시 동작구
33,삼성디지털프라자/상도점,서울 동작구 상도로 241-0,쇼핑,서울특별시 동작구
34,용마테니스장,서울 동작구 대방동길 74-0,레포츠(육상/해상/항공),서울특별시 동작구
35,LG전자베스트샵/사당점,서울 동작구 동작대로 89-0,쇼핑,서울특별시 동작구
36,태평백화점,서울 동작구 동작대로 115-0,쇼핑,서울특별시 동작구
37,다이소/상도점,서울 동작구 상도로 277-0,쇼핑,서울특별시 동작구
38,다이소/대방남부점,서울 동작구 노량진로 4-0,쇼핑,서울특별시 동작구
39,AK골프용품점,서울 동작구 노량진로 74-0,쇼핑,서울특별시 동작구
40,다이소/노량진점,서울 동작구 노량진로 166-0,쇼핑,서울특별시 동작구
41,노들나루공원,서울 동작구 노량진로 247-0,자연관광지,서울특별시 동작구
42,LG전자베스트샵/상도점,서울 동작구 상도로 254-0,쇼핑,서울특별시 동작구
43,삼익프라자,서울 동작구 만양로 84-0,쇼핑,서울특별시 동작구
44,성대마트,서울 동작구 상도로 102-0,쇼핑,서울특별시 동작구
45,고투/보라매점,서울 동작구 보라매로5길 35-0,레포츠(육상/해상/항공),서울특별시 동작구
46,다이소/보라매점,서울 동작구 보라매로5가길 16-0,쇼핑,서울특별시 동작구
47,다이소/사당2호점,서울 동작구 남부순환로 2057-0,쇼핑,서울특별시 동작구
48,대림프라자,서울 동작구 사당로17길 8-0,쇼핑,서울특별시 동작구
49,AK골프/본사,서울 동작구 노량진로 74-0,쇼핑,서울특별시 동작구
50,사육신공원,서울 동작구 노량진로 191-0,자연관광지,서울특별시 동작구
51,미즈노/AK골프대방본점,서울 동작구 노량진로 74-0,쇼핑,서울특별시 동작구
52,모자원고개,서울 동작구 보라매로 0-0,자연관광지,서울특별시 동작구
53,흑석체육센터,서울 동작구 현충로 73-0,레포츠(육상/해상/항공),서울특별시 동작구
54,이마트에브리데이/상도동점,서울 동작구 상도로31길 19-0,쇼핑,서울특별시 동작구
55,용양봉저정공원,서울 동작구 노량진로32길 14-7,문화관광,서울특별시 동작구
56,대림쇼핑타운,서울 동작구 여의대방로 250-0,쇼핑,서울특별시 동작구
57,GS더프레시/사당태평점,서울 동작구 동작대로 115-0,쇼핑,서울특별시 동작구
58,메가박스/이수,서울 동작구 동작대로 89-0,문화관광,서울특별시 동작구
