순위,업소명,주소,분류,현지인 검색 수
1,스타벅스대구공평DT점,대구 중구 국채보상로 642-0,카페/찻집,1462
2,제일콩국,대구 중구 남산로6안길 47-0,한식,782
3,VIPS대구수성교점,대구 중구 달구벌대로 2232-0,외국식,723
4,남산제빵소,대구 중구 달구벌대로414길 20-0,간이음식,660
5,버거킹경대병원역DT점,대구 중구 달구벌대로 2194-0,간이음식,651
6,83커피바,대구 중구 북성로 83-0,카페/찻집,637
7,낙영찜갈비본점,대구 중구 동덕로36길 9-17,한식,634
8,던킨KT대구타워점,대구 중구 동덕로 167-0,간이음식,632
9,대봉정,대구 중구 명덕로 249-0,카페/찻집,507
10,국일생갈비,대구 중구 국채보상로 492-0,한식,478
11,8번식당,대구 중구 서성로13길 8-0,한식,427
12,김진수로스터리카페,대구 중구 이천로 205-0,카페/찻집,411
13,쉐이크쉑대구동성로점,대구 중구 동성로6길 61-0,간이음식,410
14,유창반점남산점 [중식],대구 중구 명륜로 20-0,외국식,357
15,롤러커피,대구 중구 달구벌대로414길 36-0,카페/찻집,339
16,태산만두,대구 중구 달구벌대로 2109-32,한식,335
17,인더매스삼덕,대구 중구 공평로8길 29-0,카페/찻집,306
18,더디퍼,대구 중구 서성로 67-0,카페/찻집,295
19,미림식당,대구 중구 국채보상로93길 6-0,외국식,274
20,곱창당,대구 중구 대봉로 213-0,외국식,271
21,커피살롱,대구 중구 봉산문화2길 54-0,카페/찻집,259
22,라라코스트대구반월당점,대구 중구 달구벌대로 2068-0,외국식,249
23,대동면옥,대구 중구 국채보상로102길 28-0,한식,240
24,미성당납작만두본점,대구 중구 명덕로 93-0,한식,234
25,동인동한옥집김치찜대구점,대구 중구 동덕로 168-2,한식,223
26,카이스샌드위치샵,대구 중구 봉산문화길 49-0,간이음식,221
27,태능집,대구 중구 달성로22길 86-0,한식,220
28,벙글벙글찜갈비,대구 중구 동덕로36길 9-12,한식,211
29,금이옥,대구 중구 국채보상로143길 2-0,한식,208
30,국일따로국밥,대구 중구 국채보상로 571-0,한식,206
30,솔밭골봉산점,대구 중구 이천로 229-4,한식,206
30,윈드윈,대구 중구 달구벌대로405길 42-0,카페/찻집,206
33,중앙떡볶이,대구 중구 동성로2길 81-0,간이음식,202
