동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
284,6881,친구,친구_지인,미식,맛집_맥주_카페
255,313,연인,여자친구_커플_연인,레포츠/운동,캠핑_글램핑_헬스장
189,283,기타가족,언니_오빠_친척,문화예술,공연장_서점_카지노
65,132,회사동료,직원_동료_대리,자연경관,공원_시골_수목원
59,45,자녀,자식_자녀_딸,휴식/힐링,일광욕_나들이_테라피
39,20,부모님,엄빠_할머니_아빠,역사유적,무덤_다리_교회
34,18,학생,대학생_초딩_중학생,체험,수학여행
23,7,싱글,혼자_싱글,반려동물,반려동물_애견
14,0,배우자,신부_신랑_남편,,
