순위,관광지명,주소,분류,합산 검색 수
1,현대시장,서울 관악구 양녕로 49-0,시장,25539
2,봉일시장,서울 관악구 은천로 28-0,시장,18229
3,우림시장,서울 관악구 난곡로26길 4-0,시장,15911
4,르네상스쇼핑몰,서울 관악구 신림로 340-0,쇼핑몰,15812
5,관악프라자,서울 관악구 관악로 212-0,쇼핑몰,14353
6,낙성대공원,서울 관악구 낙성대로 77-0,도시공원,14230
7,롯데시네마서울대입구,서울 관악구 남부순환로 1820-0,공연시설,12860
8,신원시장,서울 관악구 남부순환로 1578-0,시장,10678
9,관악신사시장,서울 관악구 난곡로74길 58-0,시장,8021
10,서울특별시교육청과학전시관본관,서울 관악구 낙성대로 101-0,전시시설,7741
11,삼성동시장,서울 관악구 원신1길 34-0,시장,7415
12,봉천고개,서울 관악구,자연경관(산),7369
13,롯데시네마신림,서울 관악구 신림로 330-0,공연시설,7164
14,타임스트림,서울 관악구 신림로 330-0,쇼핑몰,6695
15,남태령고개,서울 관악구,자연경관(산),6274
16,관음사,서울 관악구 승방1길 109-80,종교성지,4949
17,호림박물관,서울 관악구 남부순환로152길 53-0,전시시설,4889
18,봉천중앙시장,서울 관악구,시장,4609
19,관악문화원,서울 관악구 신림로3길 35-0,교육시설,4568
20,쑥고개,서울 관악구,자연경관(산),4119
21,라붐아울렛,서울 관악구 남부순환로 1820-0,쇼핑몰,3990
22,WD호텔,서울 관악구 신림로 349-0,호텔,3842
23,뜨랑블루호텔,서울 관악구 신림동7길 52-0,호텔,3667
24,인헌시장,서울 관악구 인헌6길 16-0,시장,3581
25,패션과문화의거리,서울 관악구,기타쇼핑시설,3509
26,54번가호텔,서울 관악구 관악로17길 19-0,모텔,3383
27,호텔어반,서울 관악구 난곡로64길 5-0,호텔,3115
28,관악산,서울 관악구 신림로 23-0,자연경관(산),3066
29,돈키호텔,서울 관악구 신림로66길 30-0,모텔,3044
30,포도모텔,서울 관악구 신림로64길 16-0,모텔,3011
31,신트라호텔,서울 관악구 신림로66길 16-0,모텔,2981
32,티트리호텔,서울 관악구 승방2길 9-0,모텔,2921
33,호텔메트로21,서울 관악구 승방2길 7-0,모텔,2758
34,신림동별빛거리,서울 관악구 신림로 0-0,테마공원,2638
35,더클라임신림점,서울 관악구 신원로 35-0,기타레저스포츠,2554
36,CS프리미어호텔서울,서울 관악구 남부순환로 1458-0,호텔,2379
37,루쏘호텔,서울 관악구 신림로64길 38-0,호텔,2374
38,신신림시장,서울 관악구 원신2길 34-0,시장,2325
39,넘버25호텔사당역점,서울 관악구 승방2길 13-0,모텔,2164
40,서울시립남서울미술관,서울 관악구 남부순환로 2076-0,전시시설,2135
