동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
2,101,회사동료,직원,미식,소주_술집_카페,나혜석거리
1,0,기타가족,오빠,,,나혜석거리
