연령대,남성방문 비율,여성방문 비율
70세 이상,1.0,1.0
60~69세,3.3,3.4
50~59세,6.6,6.3
40~49세,8.0,6.1
30~39세,13.5,9.0
20~29세,18.9,18.5
10~19세,1.9,2.3
