동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
4,17,기타가족,가족_언니,자연경관,바다_해수욕장_해변,독산해수욕장(홀뫼해수욕장)
0,8,,,레포츠/운동,캠핑족_캠핑_차박,독산해수욕장(홀뫼해수욕장)
0,6,,,미식,차_조개,독산해수욕장(홀뫼해수욕장)
