연령대,남성방문 비율,여성방문 비율
70세 이상,4.1,2.2
60~69세,13.1,8.1
50~59세,17.8,11.7
40~49세,11.3,6.6
30~39세,7.0,4.2
20~29세,5.3,3.2
10~19세,2.6,1.8
