연령대,남성방문 비율,여성방문 비율
70세 이상,3.2,2.2
60~69세,11.1,6.1
50~59세,13.7,9.5
40~49세,12.0,7.3
30~39세,10.7,5.9
20~29세,7.3,4.5
10~19세,2.6,2.3
