연령대,남성방문 비율,여성방문 비율
70세 이상,9.8,10.6
60~69세,17.5,9.6
50~59세,18.3,9.3
40~49세,8.5,3.9
30~39세,3.0,3.5
20~29세,1.9,1.5
10~19세,0.6,1.1
